{'question_idx': 3, 'pred_final_answer': '9', 'true_final_answer': '25'}
{'question_idx': 331, 'pred_final_answer': '12', 'true_final_answer': '13'}
{'question_idx': 337, 'pred_final_answer': '12', 'true_final_answer': '24'}
{'question_idx': 343, 'pred_final_answer': '0', 'true_final_answer': '2'}
{'question_idx': 353, 'pred_final_answer': '35', 'true_final_answer': '30'}
{'question_idx': 358, 'pred_final_answer': '5', 'true_final_answer': '240'}
{'question_idx': 360, 'pred_final_answer': '21', 'true_final_answer': '32'}
{'question_idx': 361, 'pred_final_answer': '', 'true_final_answer': '7'}
{'question_idx': 374, 'pred_final_answer': '318', 'true_final_answer': '319'}
{'question_idx': 378, 'pred_final_answer': '78', 'true_final_answer': '84'}
{'question_idx': 390, 'pred_final_answer': '78', 'true_final_answer': '280'}
{'question_idx': 399, 'pred_final_answer': '176', 'true_final_answer': '192'}
{'question_idx': 401, 'pred_final_answer': '19', 'true_final_answer': '18'}
{'question_idx': 403, 'pred_final_answer': '6', 'true_final_answer': '4'}
{'question_idx': 404, 'pred_final_answer': '520', 'true_final_answer': '500'}
{'question_idx': 410, 'pred_final_answer': '84', 'true_final_answer': '300'}
{'question_idx': 413, 'pred_final_answer': '100', 'true_final_answer': '150'}
{'question_idx': 414, 'pred_final_answer': '446', 'true_final_answer': '374'}
{'question_idx': 418, 'pred_final_answer': '4', 'true_final_answer': '20'}
{'question_idx': 420, 'pred_final_answer': '84', 'true_final_answer': '172'}
{'question_idx': 424, 'pred_final_answer': '5', 'true_final_answer': '4'}
{'question_idx': 429, 'pred_final_answer': '-5', 'true_final_answer': '13'}
{'question_idx': 431, 'pred_final_answer': '47', 'true_final_answer': '31'}
{'question_idx': 437, 'pred_final_answer': '60', 'true_final_answer': '75'}
{'question_idx': 439, 'pred_final_answer': '280', 'true_final_answer': '560'}
{'question_idx': 441, 'pred_final_answer': '365', 'true_final_answer': '110'}
{'question_idx': 443, 'pred_final_answer': '3', 'true_final_answer': '17'}
{'question_idx': 447, 'pred_final_answer': '19', 'true_final_answer': '16'}
{'question_idx': 457, 'pred_final_answer': '47', 'true_final_answer': '50'}
{'question_idx': 461, 'pred_final_answer': '30', 'true_final_answer': '31'}
{'question_idx': 471, 'pred_final_answer': '134400', 'true_final_answer': '95200'}
{'question_idx': 480, 'pred_final_answer': '3', 'true_final_answer': '291'}
{'question_idx': 484, 'pred_final_answer': '204000', 'true_final_answer': '120000'}
{'question_idx': 486, 'pred_final_answer': '13', 'true_final_answer': '6'}
{'question_idx': 488, 'pred_final_answer': '2', 'true_final_answer': '15'}
{'question_idx': 493, 'pred_final_answer': '100', 'true_final_answer': '50'}
{'question_idx': 496, 'pred_final_answer': '549', 'true_final_answer': '324'}
{'question_idx': 498, 'pred_final_answer': '76', 'true_final_answer': '24'}
{'question_idx': 499, 'pred_final_answer': '10', 'true_final_answer': '25'}
{'question_idx': 505, 'pred_final_answer': '31', 'true_final_answer': '5'}
{'question_idx': 509, 'pred_final_answer': '33', 'true_final_answer': '40'}
{'question_idx': 526, 'pred_final_answer': '12', 'true_final_answer': '16'}
{'question_idx': 530, 'pred_final_answer': '8', 'true_final_answer': '5'}
{'question_idx': 535, 'pred_final_answer': '7', 'true_final_answer': '14'}
{'question_idx': 536, 'pred_final_answer': '162', 'true_final_answer': '342'}
{'question_idx': 542, 'pred_final_answer': '0', 'true_final_answer': '42'}
{'question_idx': 566, 'pred_final_answer': '18', 'true_final_answer': '45'}
{'question_idx': 578, 'pred_final_answer': '80', 'true_final_answer': '163'}
{'question_idx': 591, 'pred_final_answer': '9', 'true_final_answer': '1'}
{'question_idx': 597, 'pred_final_answer': '64', 'true_final_answer': '56'}
{'question_idx': 608, 'pred_final_answer': '180', 'true_final_answer': '168'}
{'question_idx': 611, 'pred_final_answer': '10', 'true_final_answer': '18'}
{'question_idx': 621, 'pred_final_answer': '150', 'true_final_answer': '300'}
{'question_idx': 626, 'pred_final_answer': '44', 'true_final_answer': '23'}
{'question_idx': 628, 'pred_final_answer': '30', 'true_final_answer': '10'}
{'question_idx': 629, 'pred_final_answer': '6', 'true_final_answer': '3'}
{'question_idx': 630, 'pred_final_answer': '50', 'true_final_answer': '90'}
{'question_idx': 633, 'pred_final_answer': '169', 'true_final_answer': '19'}
{'question_idx': 642, 'pred_final_answer': '9000', 'true_final_answer': '8400'}
{'question_idx': 653, 'pred_final_answer': '2200', 'true_final_answer': '1300'}
{'question_idx': 655, 'pred_final_answer': '12', 'true_final_answer': '18'}
{'question_idx': 663, 'pred_final_answer': '3200', 'true_final_answer': '4000'}
{'question_idx': 676, 'pred_final_answer': '93', 'true_final_answer': '98'}
{'question_idx': 680, 'pred_final_answer': '74', 'true_final_answer': '26'}
{'question_idx': 684, 'pred_final_answer': '300', 'true_final_answer': '240'}
{'question_idx': 685, 'pred_final_answer': '12300', 'true_final_answer': '10800'}
{'question_idx': 707, 'pred_final_answer': '27', 'true_final_answer': '17'}
{'question_idx': 710, 'pred_final_answer': '200', 'true_final_answer': '100'}
{'question_idx': 712, 'pred_final_answer': '240', 'true_final_answer': '200'}
{'question_idx': 720, 'pred_final_answer': '49', 'true_final_answer': '33'}
{'question_idx': 725, 'pred_final_answer': '50', 'true_final_answer': '55'}
{'question_idx': 728, 'pred_final_answer': '179', 'true_final_answer': '205'}
{'question_idx': 730, 'pred_final_answer': '2200', 'true_final_answer': '200'}
{'question_idx': 733, 'pred_final_answer': '16', 'true_final_answer': '48'}
{'question_idx': 738, 'pred_final_answer': '135', 'true_final_answer': '81'}
{'question_idx': 742, 'pred_final_answer': '13', 'true_final_answer': '3'}
{'question_idx': 748, 'pred_final_answer': '27', 'true_final_answer': '20'}
{'question_idx': 751, 'pred_final_answer': '128', 'true_final_answer': '64'}
{'question_idx': 754, 'pred_final_answer': '780', 'true_final_answer': '9360'}
{'question_idx': 755, 'pred_final_answer': '32', 'true_final_answer': '8'}
{'question_idx': 757, 'pred_final_answer': '67', 'true_final_answer': '89'}
{'question_idx': 764, 'pred_final_answer': '3600', 'true_final_answer': '3000'}
{'question_idx': 808, 'pred_final_answer': '64', 'true_final_answer': '40'}
{'question_idx': 809, 'pred_final_answer': '4000', 'true_final_answer': '2000'}
{'question_idx': 812, 'pred_final_answer': '7', 'true_final_answer': '4'}
{'question_idx': 813, 'pred_final_answer': '15', 'true_final_answer': '880'}
{'question_idx': 817, 'pred_final_answer': '59', 'true_final_answer': '6'}
{'question_idx': 818, 'pred_final_answer': '360', 'true_final_answer': '320'}
{'question_idx': 820, 'pred_final_answer': '12', 'true_final_answer': '6'}
{'question_idx': 821, 'pred_final_answer': '1', 'true_final_answer': '2'}
{'question_idx': 835, 'pred_final_answer': '10', 'true_final_answer': '34'}
{'question_idx': 837, 'pred_final_answer': '108', 'true_final_answer': '82'}
{'question_idx': 840, 'pred_final_answer': '0', 'true_final_answer': '8'}
{'question_idx': 854, 'pred_final_answer': '23', 'true_final_answer': '10'}
{'question_idx': 855, 'pred_final_answer': '6', 'true_final_answer': '9'}
{'question_idx': 861, 'pred_final_answer': '20', 'true_final_answer': '16'}
{'question_idx': 865, 'pred_final_answer': '16', 'true_final_answer': '98'}
{'question_idx': 873, 'pred_final_answer': '504', 'true_final_answer': '21'}
{'question_idx': 880, 'pred_final_answer': '-2', 'true_final_answer': '48'}
{'question_idx': 883, 'pred_final_answer': '1', 'true_final_answer': '7'}
{'question_idx': 885, 'pred_final_answer': '13', 'true_final_answer': '39'}
{'question_idx': 888, 'pred_final_answer': '6', 'true_final_answer': '11'}
{'question_idx': 892, 'pred_final_answer': '280', 'true_final_answer': '80'}
{'question_idx': 897, 'pred_final_answer': '16', 'true_final_answer': '19'}
{'question_idx': 899, 'pred_final_answer': '600', 'true_final_answer': '675'}
{'question_idx': 904, 'pred_final_answer': '11', 'true_final_answer': '90'}
{'question_idx': 908, 'pred_final_answer': '170', 'true_final_answer': '240'}
{'question_idx': 914, 'pred_final_answer': '24', 'true_final_answer': '15'}
{'question_idx': 935, 'pred_final_answer': '900', 'true_final_answer': '360'}
{'question_idx': 950, 'pred_final_answer': '-4', 'true_final_answer': '73'}
{'question_idx': 957, 'pred_final_answer': '44', 'true_final_answer': '49'}
{'question_idx': 964, 'pred_final_answer': '3120000', 'true_final_answer': '2880000'}
{'question_idx': 977, 'pred_final_answer': '22', 'true_final_answer': '8'}
{'question_idx': 993, 'pred_final_answer': '3', 'true_final_answer': '9'}
{'question_idx': 996, 'pred_final_answer': '166', 'true_final_answer': '168'}
{'question_idx': 997, 'pred_final_answer': '6', 'true_final_answer': '12'}
{'question_idx': 998, 'pred_final_answer': '16', 'true_final_answer': '189'}
{'question_idx': 1011, 'pred_final_answer': '36', 'true_final_answer': '92'}
{'question_idx': 1021, 'pred_final_answer': '8', 'true_final_answer': '20'}
{'question_idx': 1022, 'pred_final_answer': '14', 'true_final_answer': '7'}
{'question_idx': 1028, 'pred_final_answer': '5', 'true_final_answer': '2'}
{'question_idx': 1031, 'pred_final_answer': '44', 'true_final_answer': '36'}
{'question_idx': 1033, 'pred_final_answer': '10', 'true_final_answer': '9'}
{'question_idx': 1046, 'pred_final_answer': '32', 'true_final_answer': '8'}
{'question_idx': 1050, 'pred_final_answer': '18', 'true_final_answer': '10'}
{'question_idx': 1052, 'pred_final_answer': '22', 'true_final_answer': '25'}
{'question_idx': 1054, 'pred_final_answer': '0', 'true_final_answer': '2'}
{'question_idx': 1060, 'pred_final_answer': '42', 'true_final_answer': '128'}
{'question_idx': 1062, 'pred_final_answer': '23', 'true_final_answer': '19'}
{'question_idx': 1086, 'pred_final_answer': '8232', 'true_final_answer': '11232'}
{'question_idx': 1087, 'pred_final_answer': '18', 'true_final_answer': '14'}
{'question_idx': 1104, 'pred_final_answer': '7', 'true_final_answer': '3'}
{'question_idx': 1106, 'pred_final_answer': '110', 'true_final_answer': '50'}
{'question_idx': 1110, 'pred_final_answer': '51', 'true_final_answer': '91'}
{'question_idx': 1113, 'pred_final_answer': '15', 'true_final_answer': '14'}
{'question_idx': 1115, 'pred_final_answer': '10', 'true_final_answer': '4'}
{'question_idx': 1118, 'pred_final_answer': '48', 'true_final_answer': '54'}
{'question_idx': 1120, 'pred_final_answer': '6', 'true_final_answer': '5'}
{'question_idx': 1122, 'pred_final_answer': '850000', 'true_final_answer': '1450000'}
{'question_idx': 1126, 'pred_final_answer': '-28', 'true_final_answer': '12'}
{'question_idx': 1128, 'pred_final_answer': '300', 'true_final_answer': '85'}
{'question_idx': 1130, 'pred_final_answer': '7', 'true_final_answer': '2'}
{'question_idx': 1142, 'pred_final_answer': '19', 'true_final_answer': '9'}
{'question_idx': 1158, 'pred_final_answer': '139', 'true_final_answer': '138'}
{'question_idx': 1160, 'pred_final_answer': '4', 'true_final_answer': '50'}
{'question_idx': 1161, 'pred_final_answer': '1260', 'true_final_answer': '1800'}
{'question_idx': 1164, 'pred_final_answer': '115', 'true_final_answer': '105'}
{'question_idx': 1176, 'pred_final_answer': '94', 'true_final_answer': '104'}
{'question_idx': 1181, 'pred_final_answer': '192', 'true_final_answer': '48'}
{'question_idx': 1185, 'pred_final_answer': '420', 'true_final_answer': '320'}
{'question_idx': 1196, 'pred_final_answer': '10', 'true_final_answer': '70'}
{'question_idx': 1201, 'pred_final_answer': '42000', 'true_final_answer': '168000'}
{'question_idx': 1207, 'pred_final_answer': '2', 'true_final_answer': '13'}
{'question_idx': 1217, 'pred_final_answer': '1400', 'true_final_answer': '280'}
{'question_idx': 1218, 'pred_final_answer': '13', 'true_final_answer': '160'}
{'question_idx': 1219, 'pred_final_answer': '7', 'true_final_answer': '11'}
{'question_idx': 1224, 'pred_final_answer': '4', 'true_final_answer': '18'}
{'question_idx': 1232, 'pred_final_answer': '46', 'true_final_answer': '70'}
{'question_idx': 1240, 'pred_final_answer': '5', 'true_final_answer': '133'}
{'question_idx': 1241, 'pred_final_answer': '37', 'true_final_answer': '60'}
{'question_idx': 1254, 'pred_final_answer': '224', 'true_final_answer': '112'}
{'question_idx': 1260, 'pred_final_answer': '20', 'true_final_answer': '12'}
{'question_idx': 1265, 'pred_final_answer': '240', 'true_final_answer': '160'}
{'question_idx': 1266, 'pred_final_answer': '1220', 'true_final_answer': '34'}
{'question_idx': 1270, 'pred_final_answer': '0', 'true_final_answer': '10'}
{'question_idx': 1275, 'pred_final_answer': '30', 'true_final_answer': '20'}
{'question_idx': 1276, 'pred_final_answer': '5', 'true_final_answer': '3'}
{'question_idx': 1285, 'pred_final_answer': '240', 'true_final_answer': '150'}
{'question_idx': 1290, 'pred_final_answer': '200', 'true_final_answer': '25'}
{'question_idx': 1295, 'pred_final_answer': '81', 'true_final_answer': '25000'}
{'question_idx': 1297, 'pred_final_answer': '70', 'true_final_answer': '145'}
{'question_idx': 1301, 'pred_final_answer': '8', 'true_final_answer': '6'}
{'question_idx': 1303, 'pred_final_answer': '14', 'true_final_answer': '35'}
{'question_idx': 1305, 'pred_final_answer': '10', 'true_final_answer': '20'}
{'question_idx': 1307, 'pred_final_answer': '50', 'true_final_answer': '25'}
{'question_idx': 1317, 'pred_final_answer': '3744', 'true_final_answer': '1248'}
