{'question_idx': 3, 'pred_final_answer': '9', 'true_final_answer': '25'}
{'question_idx': 99, 'pred_final_answer': '5', 'true_final_answer': '2'}
{'question_idx': 101, 'pred_final_answer': '80', 'true_final_answer': '1200'}
{'question_idx': 105, 'pred_final_answer': '36', 'true_final_answer': '576'}
{'question_idx': 108, 'pred_final_answer': '5', 'true_final_answer': '6'}
{'question_idx': 113, 'pred_final_answer': '372000', 'true_final_answer': '262500'}
{'question_idx': 114, 'pred_final_answer': '55', 'true_final_answer': '40'}
{'question_idx': 116, 'pred_final_answer': '30', 'true_final_answer': '15'}
{'question_idx': 118, 'pred_final_answer': '7', 'true_final_answer': '1260'}
{'question_idx': 119, 'pred_final_answer': '5', 'true_final_answer': '225'}
{'question_idx': 121, 'pred_final_answer': '2100', 'true_final_answer': '1800'}
{'question_idx': 124, 'pred_final_answer': '60', 'true_final_answer': '20'}
{'question_idx': 135, 'pred_final_answer': '21', 'true_final_answer': '54'}
{'question_idx': 140, 'pred_final_answer': '36', 'true_final_answer': '16'}
{'question_idx': 148, 'pred_final_answer': '30', 'true_final_answer': '6'}
{'question_idx': 149, 'pred_final_answer': '11', 'true_final_answer': '75'}
{'question_idx': 150, 'pred_final_answer': '8', 'true_final_answer': '16'}
{'question_idx': 151, 'pred_final_answer': '8', 'true_final_answer': '20'}
{'question_idx': 155, 'pred_final_answer': '36', 'true_final_answer': '50'}
{'question_idx': 158, 'pred_final_answer': '6', 'true_final_answer': '360'}
{'question_idx': 161, 'pred_final_answer': '23', 'true_final_answer': '5'}
{'question_idx': 162, 'pred_final_answer': '84', 'true_final_answer': '83'}
{'question_idx': 165, 'pred_final_answer': '2', 'true_final_answer': '1'}
{'question_idx': 171, 'pred_final_answer': '7', 'true_final_answer': '3'}
{'question_idx': 173, 'pred_final_answer': '2', 'true_final_answer': '100'}
{'question_idx': 176, 'pred_final_answer': '6', 'true_final_answer': '94'}
{'question_idx': 177, 'pred_final_answer': '7', 'true_final_answer': '50'}
{'question_idx': 178, 'pred_final_answer': '280', 'true_final_answer': '20'}
{'question_idx': 179, 'pred_final_answer': '6', 'true_final_answer': '8'}
{'question_idx': 180, 'pred_final_answer': '4750', 'true_final_answer': '5'}
{'question_idx': 183, 'pred_final_answer': '30', 'true_final_answer': '2'}
{'question_idx': 184, 'pred_final_answer': '26', 'true_final_answer': '22'}
{'question_idx': 189, 'pred_final_answer': '6', 'true_final_answer': '10'}
{'question_idx': 194, 'pred_final_answer': '16', 'true_final_answer': '64'}
{'question_idx': 195, 'pred_final_answer': '88', 'true_final_answer': '25'}
{'question_idx': 198, 'pred_final_answer': '175', 'true_final_answer': '350'}
{'question_idx': 201, 'pred_final_answer': '30', 'true_final_answer': '20'}
{'question_idx': 203, 'pred_final_answer': '35', 'true_final_answer': '25'}
{'question_idx': 205, 'pred_final_answer': '2', 'true_final_answer': '75'}
{'question_idx': 206, 'pred_final_answer': '67', 'true_final_answer': '37'}
{'question_idx': 208, 'pred_final_answer': '100000', 'true_final_answer': '140000'}
{'question_idx': 218, 'pred_final_answer': '420', 'true_final_answer': '180'}
{'question_idx': 222, 'pred_final_answer': '19', 'true_final_answer': '1128'}
{'question_idx': 223, 'pred_final_answer': '36', 'true_final_answer': '216'}
{'question_idx': 224, 'pred_final_answer': '80', 'true_final_answer': '480'}
{'question_idx': 225, 'pred_final_answer': '3', 'true_final_answer': '4'}
{'question_idx': 227, 'pred_final_answer': '30', 'true_final_answer': '43200'}
{'question_idx': 232, 'pred_final_answer': '5', 'true_final_answer': '4'}
{'question_idx': 236, 'pred_final_answer': '482', 'true_final_answer': '480'}
{'question_idx': 237, 'pred_final_answer': '3', 'true_final_answer': '25'}
{'question_idx': 245, 'pred_final_answer': '3', 'true_final_answer': '50'}
{'question_idx': 251, 'pred_final_answer': '4', 'true_final_answer': '8'}
{'question_idx': 254, 'pred_final_answer': '1478', 'true_final_answer': '525'}
{'question_idx': 258, 'pred_final_answer': '3', 'true_final_answer': '5'}
{'question_idx': 260, 'pred_final_answer': '74', 'true_final_answer': '66'}
{'question_idx': 267, 'pred_final_answer': '984', 'true_final_answer': '48'}
{'question_idx': 269, 'pred_final_answer': '19', 'true_final_answer': '32'}
{'question_idx': 271, 'pred_final_answer': '80', 'true_final_answer': '3'}
{'question_idx': 279, 'pred_final_answer': '6', 'true_final_answer': '18'}
{'question_idx': 280, 'pred_final_answer': '30', 'true_final_answer': '10'}
{'question_idx': 284, 'pred_final_answer': '12', 'true_final_answer': '132'}
{'question_idx': 285, 'pred_final_answer': '25', 'true_final_answer': '16'}
{'question_idx': 290, 'pred_final_answer': '8', 'true_final_answer': '12'}
{'question_idx': 293, 'pred_final_answer': '9861', 'true_final_answer': '7400'}
{'question_idx': 298, 'pred_final_answer': '1', 'true_final_answer': '60'}
{'question_idx': 306, 'pred_final_answer': '10', 'true_final_answer': '12'}
{'question_idx': 307, 'pred_final_answer': '3', 'true_final_answer': '4'}
{'question_idx': 310, 'pred_final_answer': '7', 'true_final_answer': '35'}
{'question_idx': 312, 'pred_final_answer': '60', 'true_final_answer': '5'}
{'question_idx': 316, 'pred_final_answer': '2592', 'true_final_answer': '27'}
{'question_idx': 320, 'pred_final_answer': '17300', 'true_final_answer': '17500'}
{'question_idx': 325, 'pred_final_answer': '1800', 'true_final_answer': '48'}
{'question_idx': 331, 'pred_final_answer': '12', 'true_final_answer': '13'}
{'question_idx': 333, 'pred_final_answer': '4', 'true_final_answer': '8'}
{'question_idx': 343, 'pred_final_answer': '3', 'true_final_answer': '2'}
{'question_idx': 349, 'pred_final_answer': '8', 'true_final_answer': '16'}
{'question_idx': 353, 'pred_final_answer': '49', 'true_final_answer': '30'}
{'question_idx': 357, 'pred_final_answer': '13', 'true_final_answer': '26'}
{'question_idx': 358, 'pred_final_answer': '5', 'true_final_answer': '240'}
{'question_idx': 364, 'pred_final_answer': '140', 'true_final_answer': '145'}
{'question_idx': 374, 'pred_final_answer': '326', 'true_final_answer': '319'}
{'question_idx': 375, 'pred_final_answer': '15', 'true_final_answer': '8'}
{'question_idx': 376, 'pred_final_answer': '52', 'true_final_answer': '54'}
{'question_idx': 380, 'pred_final_answer': '15', 'true_final_answer': '50'}
{'question_idx': 381, 'pred_final_answer': '10', 'true_final_answer': '109'}
{'question_idx': 382, 'pred_final_answer': '5', 'true_final_answer': '10'}
{'question_idx': 384, 'pred_final_answer': '90', 'true_final_answer': '45'}
{'question_idx': 385, 'pred_final_answer': '97', 'true_final_answer': '68'}
{'question_idx': 393, 'pred_final_answer': '15', 'true_final_answer': '5'}
{'question_idx': 398, 'pred_final_answer': '10', 'true_final_answer': '2350'}
{'question_idx': 399, 'pred_final_answer': '8', 'true_final_answer': '192'}
{'question_idx': 401, 'pred_final_answer': '14', 'true_final_answer': '18'}
{'question_idx': 403, 'pred_final_answer': '2', 'true_final_answer': '4'}
{'question_idx': 404, 'pred_final_answer': '4', 'true_final_answer': '500'}
{'question_idx': 407, 'pred_final_answer': '140', 'true_final_answer': '170'}
{'question_idx': 411, 'pred_final_answer': '8', 'true_final_answer': '38'}
{'question_idx': 414, 'pred_final_answer': '446', 'true_final_answer': '374'}
{'question_idx': 417, 'pred_final_answer': '2', 'true_final_answer': '7'}
{'question_idx': 420, 'pred_final_answer': '120', 'true_final_answer': '172'}
{'question_idx': 424, 'pred_final_answer': '1', 'true_final_answer': '4'}
{'question_idx': 429, 'pred_final_answer': '3', 'true_final_answer': '13'}
{'question_idx': 431, 'pred_final_answer': '37', 'true_final_answer': '31'}
{'question_idx': 433, 'pred_final_answer': '12', 'true_final_answer': '4'}
{'question_idx': 437, 'pred_final_answer': '90', 'true_final_answer': '75'}
{'question_idx': 439, 'pred_final_answer': '280', 'true_final_answer': '560'}
{'question_idx': 441, 'pred_final_answer': '365', 'true_final_answer': '110'}
{'question_idx': 443, 'pred_final_answer': '11', 'true_final_answer': '17'}
{'question_idx': 444, 'pred_final_answer': '10000', 'true_final_answer': '70000'}
{'question_idx': 452, 'pred_final_answer': '8', 'true_final_answer': '36'}
{'question_idx': 461, 'pred_final_answer': '6', 'true_final_answer': '31'}
{'question_idx': 463, 'pred_final_answer': '6000', 'true_final_answer': '3000'}
{'question_idx': 471, 'pred_final_answer': '138708', 'true_final_answer': '95200'}
{'question_idx': 480, 'pred_final_answer': '252', 'true_final_answer': '291'}
{'question_idx': 481, 'pred_final_answer': '240', 'true_final_answer': '160'}
{'question_idx': 484, 'pred_final_answer': '1238303', 'true_final_answer': '120000'}
{'question_idx': 486, 'pred_final_answer': '13', 'true_final_answer': '6'}
{'question_idx': 488, 'pred_final_answer': '5', 'true_final_answer': '15'}
{'question_idx': 496, 'pred_final_answer': '549', 'true_final_answer': '324'}
{'question_idx': 499, 'pred_final_answer': '15', 'true_final_answer': '25'}
{'question_idx': 500, 'pred_final_answer': '0', 'true_final_answer': '8'}
{'question_idx': 503, 'pred_final_answer': '6', 'true_final_answer': '5'}
{'question_idx': 505, 'pred_final_answer': '12', 'true_final_answer': '5'}
{'question_idx': 512, 'pred_final_answer': '45', 'true_final_answer': '34'}
{'question_idx': 513, 'pred_final_answer': '2300', 'true_final_answer': '7300'}
{'question_idx': 514, 'pred_final_answer': '500', 'true_final_answer': '385000'}
{'question_idx': 521, 'pred_final_answer': '15', 'true_final_answer': '5'}
{'question_idx': 526, 'pred_final_answer': '12', 'true_final_answer': '16'}
{'question_idx': 530, 'pred_final_answer': '8', 'true_final_answer': '5'}
{'question_idx': 531, 'pred_final_answer': '48', 'true_final_answer': '49'}
{'question_idx': 533, 'pred_final_answer': '30', 'true_final_answer': '5'}
{'question_idx': 535, 'pred_final_answer': '13', 'true_final_answer': '14'}
{'question_idx': 536, 'pred_final_answer': '168', 'true_final_answer': '342'}
{'question_idx': 540, 'pred_final_answer': '5', 'true_final_answer': '200'}
{'question_idx': 541, 'pred_final_answer': '5', 'true_final_answer': '15'}
{'question_idx': 553, 'pred_final_answer': '6', 'true_final_answer': '16'}
{'question_idx': 558, 'pred_final_answer': '10', 'true_final_answer': '3'}
{'question_idx': 559, 'pred_final_answer': '23', 'true_final_answer': '452'}
{'question_idx': 566, 'pred_final_answer': '18', 'true_final_answer': '45'}
{'question_idx': 568, 'pred_final_answer': '2', 'true_final_answer': '6'}
{'question_idx': 570, 'pred_final_answer': '8800', 'true_final_answer': '6400'}
{'question_idx': 578, 'pred_final_answer': '140', 'true_final_answer': '163'}
{'question_idx': 584, 'pred_final_answer': '9', 'true_final_answer': '10'}
{'question_idx': 586, 'pred_final_answer': '20', 'true_final_answer': '1'}
{'question_idx': 587, 'pred_final_answer': '3', 'true_final_answer': '975'}
{'question_idx': 591, 'pred_final_answer': '4', 'true_final_answer': '1'}
{'question_idx': 597, 'pred_final_answer': '124', 'true_final_answer': '56'}
{'question_idx': 599, 'pred_final_answer': '5', 'true_final_answer': '15'}
{'question_idx': 601, 'pred_final_answer': '5', 'true_final_answer': '2450'}
{'question_idx': 604, 'pred_final_answer': '2', 'true_final_answer': '12'}
{'question_idx': 606, 'pred_final_answer': '330', 'true_final_answer': '255'}
{'question_idx': 608, 'pred_final_answer': '141', 'true_final_answer': '168'}
{'question_idx': 611, 'pred_final_answer': '24', 'true_final_answer': '18'}
{'question_idx': 619, 'pred_final_answer': '20', 'true_final_answer': '16'}
{'question_idx': 621, 'pred_final_answer': '75', 'true_final_answer': '300'}
{'question_idx': 626, 'pred_final_answer': '32', 'true_final_answer': '23'}
{'question_idx': 627, 'pred_final_answer': '15', 'true_final_answer': '750'}
{'question_idx': 629, 'pred_final_answer': '5', 'true_final_answer': '3'}
{'question_idx': 633, 'pred_final_answer': '59', 'true_final_answer': '19'}
{'question_idx': 634, 'pred_final_answer': '315', 'true_final_answer': '540'}
{'question_idx': 637, 'pred_final_answer': '5', 'true_final_answer': '20'}
{'question_idx': 638, 'pred_final_answer': '60', 'true_final_answer': '50'}
{'question_idx': 645, 'pred_final_answer': '288', 'true_final_answer': '160'}
{'question_idx': 647, 'pred_final_answer': '600', 'true_final_answer': '12'}
{'question_idx': 653, 'pred_final_answer': '2200', 'true_final_answer': '1300'}
{'question_idx': 655, 'pred_final_answer': '39', 'true_final_answer': '18'}
{'question_idx': 663, 'pred_final_answer': '4', 'true_final_answer': '4000'}
{'question_idx': 664, 'pred_final_answer': '80', 'true_final_answer': '10'}
{'question_idx': 665, 'pred_final_answer': '50', 'true_final_answer': '10'}
{'question_idx': 666, 'pred_final_answer': '20', 'true_final_answer': '132'}
{'question_idx': 670, 'pred_final_answer': '59', 'true_final_answer': '51'}
{'question_idx': 672, 'pred_final_answer': '-1', 'true_final_answer': '5'}
{'question_idx': 676, 'pred_final_answer': '93', 'true_final_answer': '98'}
{'question_idx': 677, 'pred_final_answer': '600', 'true_final_answer': '1000'}
{'question_idx': 680, 'pred_final_answer': '68', 'true_final_answer': '26'}
{'question_idx': 682, 'pred_final_answer': '0', 'true_final_answer': '118000'}
{'question_idx': 687, 'pred_final_answer': '21', 'true_final_answer': '14'}
{'question_idx': 688, 'pred_final_answer': '5', 'true_final_answer': '180'}
{'question_idx': 690, 'pred_final_answer': '2', 'true_final_answer': '4'}
{'question_idx': 692, 'pred_final_answer': '12', 'true_final_answer': '72'}
{'question_idx': 699, 'pred_final_answer': '36', 'true_final_answer': '56'}
{'question_idx': 707, 'pred_final_answer': '23', 'true_final_answer': '17'}
{'question_idx': 712, 'pred_final_answer': '240', 'true_final_answer': '200'}
{'question_idx': 717, 'pred_final_answer': '10', 'true_final_answer': '15'}
{'question_idx': 721, 'pred_final_answer': '3', 'true_final_answer': '60'}
{'question_idx': 725, 'pred_final_answer': '50', 'true_final_answer': '55'}
{'question_idx': 733, 'pred_final_answer': '5', 'true_final_answer': '48'}
{'question_idx': 735, 'pred_final_answer': '1', 'true_final_answer': '21'}
{'question_idx': 738, 'pred_final_answer': '5', 'true_final_answer': '81'}
{'question_idx': 740, 'pred_final_answer': '250', 'true_final_answer': '100'}
{'question_idx': 754, 'pred_final_answer': '8352', 'true_final_answer': '9360'}
{'question_idx': 755, 'pred_final_answer': '50', 'true_final_answer': '8'}
{'question_idx': 760, 'pred_final_answer': '20', 'true_final_answer': '120'}
{'question_idx': 763, 'pred_final_answer': '6', 'true_final_answer': '5'}
{'question_idx': 764, 'pred_final_answer': '48', 'true_final_answer': '3000'}
{'question_idx': 768, 'pred_final_answer': '25', 'true_final_answer': '50'}
{'question_idx': 769, 'pred_final_answer': '5', 'true_final_answer': '50'}
{'question_idx': 771, 'pred_final_answer': '5', 'true_final_answer': '15'}
{'question_idx': 772, 'pred_final_answer': '62', 'true_final_answer': '74'}
{'question_idx': 773, 'pred_final_answer': '3', 'true_final_answer': '255'}
{'question_idx': 778, 'pred_final_answer': '16', 'true_final_answer': '132'}
{'question_idx': 779, 'pred_final_answer': '1900', 'true_final_answer': '1100'}
{'question_idx': 783, 'pred_final_answer': '272', 'true_final_answer': '284'}
{'question_idx': 784, 'pred_final_answer': '0', 'true_final_answer': '1000'}
{'question_idx': 787, 'pred_final_answer': '0', 'true_final_answer': '12'}
{'question_idx': 797, 'pred_final_answer': '8', 'true_final_answer': '120'}
{'question_idx': 799, 'pred_final_answer': '1125', 'true_final_answer': '50'}
{'question_idx': 800, 'pred_final_answer': '5', 'true_final_answer': '160'}
{'question_idx': 808, 'pred_final_answer': '64', 'true_final_answer': '40'}
{'question_idx': 816, 'pred_final_answer': '140', 'true_final_answer': '70'}
{'question_idx': 818, 'pred_final_answer': '420', 'true_final_answer': '320'}
{'question_idx': 824, 'pred_final_answer': '96', 'true_final_answer': '79'}
{'question_idx': 826, 'pred_final_answer': '6', 'true_final_answer': '30'}
{'question_idx': 827, 'pred_final_answer': '8', 'true_final_answer': '448'}
{'question_idx': 828, 'pred_final_answer': '20', 'true_final_answer': '15'}
{'question_idx': 830, 'pred_final_answer': '15', 'true_final_answer': '50'}
{'question_idx': 835, 'pred_final_answer': '10', 'true_final_answer': '34'}
{'question_idx': 837, 'pred_final_answer': '10', 'true_final_answer': '82'}
{'question_idx': 840, 'pred_final_answer': '5', 'true_final_answer': '8'}
{'question_idx': 841, 'pred_final_answer': '60', 'true_final_answer': '16'}
{'question_idx': 845, 'pred_final_answer': '21', 'true_final_answer': '18'}
{'question_idx': 850, 'pred_final_answer': '1', 'true_final_answer': '10'}
{'question_idx': 853, 'pred_final_answer': '14', 'true_final_answer': '23'}
{'question_idx': 854, 'pred_final_answer': '3', 'true_final_answer': '10'}
{'question_idx': 855, 'pred_final_answer': '6', 'true_final_answer': '9'}
{'question_idx': 858, 'pred_final_answer': '40', 'true_final_answer': '100'}
{'question_idx': 862, 'pred_final_answer': '15', 'true_final_answer': '75'}
{'question_idx': 863, 'pred_final_answer': '173', 'true_final_answer': '144'}
{'question_idx': 865, 'pred_final_answer': '16', 'true_final_answer': '98'}
{'question_idx': 870, 'pred_final_answer': '39', 'true_final_answer': '78'}
{'question_idx': 871, 'pred_final_answer': '3', 'true_final_answer': '10'}
{'question_idx': 873, 'pred_final_answer': '504', 'true_final_answer': '21'}
{'question_idx': 879, 'pred_final_answer': '459', 'true_final_answer': '9'}
{'question_idx': 880, 'pred_final_answer': '45', 'true_final_answer': '48'}
{'question_idx': 883, 'pred_final_answer': '1', 'true_final_answer': '7'}
{'question_idx': 886, 'pred_final_answer': '18', 'true_final_answer': '6'}
{'question_idx': 888, 'pred_final_answer': '1', 'true_final_answer': '11'}
{'question_idx': 889, 'pred_final_answer': '10', 'true_final_answer': '200'}
{'question_idx': 890, 'pred_final_answer': '25', 'true_final_answer': '300'}
{'question_idx': 892, 'pred_final_answer': '280', 'true_final_answer': '80'}
{'question_idx': 896, 'pred_final_answer': '1200', 'true_final_answer': '1600'}
{'question_idx': 897, 'pred_final_answer': '35', 'true_final_answer': '19'}
{'question_idx': 899, 'pred_final_answer': '450', 'true_final_answer': '675'}
{'question_idx': 901, 'pred_final_answer': '5', 'true_final_answer': '70'}
{'question_idx': 904, 'pred_final_answer': '30', 'true_final_answer': '90'}
{'question_idx': 906, 'pred_final_answer': '800', 'true_final_answer': '700'}
{'question_idx': 913, 'pred_final_answer': '5', 'true_final_answer': '120'}
{'question_idx': 914, 'pred_final_answer': '24', 'true_final_answer': '15'}
{'question_idx': 924, 'pred_final_answer': '5', 'true_final_answer': '235'}
{'question_idx': 926, 'pred_final_answer': '50', 'true_final_answer': '2050'}
{'question_idx': 930, 'pred_final_answer': '25', 'true_final_answer': '60'}
{'question_idx': 931, 'pred_final_answer': '100', 'true_final_answer': '120'}
{'question_idx': 935, 'pred_final_answer': '120', 'true_final_answer': '360'}
{'question_idx': 944, 'pred_final_answer': '135', 'true_final_answer': '3'}
{'question_idx': 946, 'pred_final_answer': '5', 'true_final_answer': '8'}
{'question_idx': 947, 'pred_final_answer': '25', 'true_final_answer': '2'}
{'question_idx': 948, 'pred_final_answer': '3', 'true_final_answer': '600'}
{'question_idx': 954, 'pred_final_answer': '3', 'true_final_answer': '54'}
{'question_idx': 958, 'pred_final_answer': '100', 'true_final_answer': '36'}
{'question_idx': 964, 'pred_final_answer': '3120000', 'true_final_answer': '2880000'}
{'question_idx': 966, 'pred_final_answer': '2', 'true_final_answer': '9'}
{'question_idx': 967, 'pred_final_answer': '5', 'true_final_answer': '1000'}
{'question_idx': 973, 'pred_final_answer': '9000', 'true_final_answer': '64800'}
{'question_idx': 974, 'pred_final_answer': '4', 'true_final_answer': '36'}
{'question_idx': 985, 'pred_final_answer': '3', 'true_final_answer': '8'}
{'question_idx': 987, 'pred_final_answer': '60', 'true_final_answer': '16'}
{'question_idx': 989, 'pred_final_answer': '236000', 'true_final_answer': '224000'}
{'question_idx': 998, 'pred_final_answer': '8', 'true_final_answer': '189'}
{'question_idx': 999, 'pred_final_answer': '220', 'true_final_answer': '120'}
{'question_idx': 1001, 'pred_final_answer': '80', 'true_final_answer': '2'}
{'question_idx': 1002, 'pred_final_answer': '100', 'true_final_answer': '140'}
{'question_idx': 1003, 'pred_final_answer': '259', 'true_final_answer': '153'}
{'question_idx': 1012, 'pred_final_answer': '234', 'true_final_answer': '54'}
{'question_idx': 1022, 'pred_final_answer': '14', 'true_final_answer': '7'}
{'question_idx': 1025, 'pred_final_answer': '4', 'true_final_answer': '10'}
{'question_idx': 1026, 'pred_final_answer': '3', 'true_final_answer': '2'}
{'question_idx': 1031, 'pred_final_answer': '32', 'true_final_answer': '36'}
{'question_idx': 1033, 'pred_final_answer': '1', 'true_final_answer': '9'}
{'question_idx': 1036, 'pred_final_answer': '6', 'true_final_answer': '42'}
{'question_idx': 1038, 'pred_final_answer': '195', 'true_final_answer': '130'}
{'question_idx': 1046, 'pred_final_answer': '32', 'true_final_answer': '8'}
{'question_idx': 1052, 'pred_final_answer': '18', 'true_final_answer': '25'}
{'question_idx': 1053, 'pred_final_answer': '15', 'true_final_answer': '4'}
{'question_idx': 1054, 'pred_final_answer': '0', 'true_final_answer': '2'}
{'question_idx': 1056, 'pred_final_answer': '394', 'true_final_answer': '260'}
{'question_idx': 1060, 'pred_final_answer': '42', 'true_final_answer': '128'}
{'question_idx': 1062, 'pred_final_answer': '23', 'true_final_answer': '19'}
{'question_idx': 1065, 'pred_final_answer': '200', 'true_final_answer': '8'}
{'question_idx': 1067, 'pred_final_answer': '40', 'true_final_answer': '36'}
{'question_idx': 1069, 'pred_final_answer': '50', 'true_final_answer': '18000'}
{'question_idx': 1073, 'pred_final_answer': '51', 'true_final_answer': '52'}
{'question_idx': 1075, 'pred_final_answer': '20', 'true_final_answer': '800'}
{'question_idx': 1077, 'pred_final_answer': '2', 'true_final_answer': '120'}
{'question_idx': 1083, 'pred_final_answer': '1080', 'true_final_answer': '1110'}
{'question_idx': 1085, 'pred_final_answer': '0', 'true_final_answer': '2'}
{'question_idx': 1086, 'pred_final_answer': '8232', 'true_final_answer': '11232'}
{'question_idx': 1087, 'pred_final_answer': '18', 'true_final_answer': '14'}
{'question_idx': 1089, 'pred_final_answer': '40', 'true_final_answer': '9'}
{'question_idx': 1092, 'pred_final_answer': '24', 'true_final_answer': '6'}
{'question_idx': 1104, 'pred_final_answer': '7', 'true_final_answer': '3'}
{'question_idx': 1106, 'pred_final_answer': '5', 'true_final_answer': '50'}
{'question_idx': 1109, 'pred_final_answer': '53000', 'true_final_answer': '57500'}
{'question_idx': 1110, 'pred_final_answer': '51', 'true_final_answer': '91'}
{'question_idx': 1113, 'pred_final_answer': '10', 'true_final_answer': '14'}
{'question_idx': 1115, 'pred_final_answer': '6', 'true_final_answer': '4'}
{'question_idx': 1116, 'pred_final_answer': '2', 'true_final_answer': '1400'}
{'question_idx': 1118, 'pred_final_answer': '32', 'true_final_answer': '54'}
{'question_idx': 1119, 'pred_final_answer': '3', 'true_final_answer': '12'}
{'question_idx': 1120, 'pred_final_answer': '4', 'true_final_answer': '5'}
{'question_idx': 1121, 'pred_final_answer': '56000', 'true_final_answer': '5600'}
{'question_idx': 1122, 'pred_final_answer': '5125625', 'true_final_answer': '1450000'}
{'question_idx': 1124, 'pred_final_answer': '60', 'true_final_answer': '7'}
{'question_idx': 1126, 'pred_final_answer': '-28', 'true_final_answer': '12'}
{'question_idx': 1128, 'pred_final_answer': '120', 'true_final_answer': '85'}
{'question_idx': 1130, 'pred_final_answer': '4', 'true_final_answer': '2'}
{'question_idx': 1131, 'pred_final_answer': '4', 'true_final_answer': '24'}
{'question_idx': 1132, 'pred_final_answer': '170', 'true_final_answer': '11050'}
{'question_idx': 1140, 'pred_final_answer': '16', 'true_final_answer': '7'}
{'question_idx': 1141, 'pred_final_answer': '30', 'true_final_answer': '75'}
{'question_idx': 1145, 'pred_final_answer': '20', 'true_final_answer': '26'}
{'question_idx': 1149, 'pred_final_answer': '1', 'true_final_answer': '11'}
{'question_idx': 1151, 'pred_final_answer': '5', 'true_final_answer': '40'}
{'question_idx': 1152, 'pred_final_answer': '56', 'true_final_answer': '50'}
{'question_idx': 1154, 'pred_final_answer': '5', 'true_final_answer': '12'}
{'question_idx': 1155, 'pred_final_answer': '6', 'true_final_answer': '8'}
{'question_idx': 1158, 'pred_final_answer': '139', 'true_final_answer': '138'}
{'question_idx': 1161, 'pred_final_answer': '12', 'true_final_answer': '1800'}
{'question_idx': 1164, 'pred_final_answer': '1', 'true_final_answer': '105'}
{'question_idx': 1170, 'pred_final_answer': '40', 'true_final_answer': '120'}
{'question_idx': 1174, 'pred_final_answer': '100', 'true_final_answer': '110'}
{'question_idx': 1175, 'pred_final_answer': '144', 'true_final_answer': '36'}
{'question_idx': 1179, 'pred_final_answer': '125', 'true_final_answer': '150'}
{'question_idx': 1180, 'pred_final_answer': '664', 'true_final_answer': '20'}
{'question_idx': 1184, 'pred_final_answer': '3', 'true_final_answer': '106'}
{'question_idx': 1185, 'pred_final_answer': '720', 'true_final_answer': '320'}
{'question_idx': 1187, 'pred_final_answer': '3', 'true_final_answer': '23'}
{'question_idx': 1195, 'pred_final_answer': '2', 'true_final_answer': '168'}
{'question_idx': 1197, 'pred_final_answer': '30', 'true_final_answer': '8'}
{'question_idx': 1213, 'pred_final_answer': '235', 'true_final_answer': '155'}
{'question_idx': 1219, 'pred_final_answer': '17', 'true_final_answer': '11'}
{'question_idx': 1220, 'pred_final_answer': '10', 'true_final_answer': '50'}
{'question_idx': 1224, 'pred_final_answer': '22', 'true_final_answer': '18'}
{'question_idx': 1225, 'pred_final_answer': '20', 'true_final_answer': '40'}
{'question_idx': 1232, 'pred_final_answer': '46', 'true_final_answer': '70'}
