{'prompt': "You are an expert at arithmetic reasoning and are willing to solve grade school math problems.\n\nQ: {question}\nA: Let's think step by step."}
{'question_idx': 26, 'pred_final_answer': '96', 'true_final_answer': '576'}
{'question_idx': 271, 'pred_final_answer': '80', 'true_final_answer': '3'}
{'question_idx': 284, 'pred_final_answer': '12', 'true_final_answer': '132'}
{'question_idx': 293, 'pred_final_answer': '9861', 'true_final_answer': '7400'}
{'question_idx': 299, 'pred_final_answer': '5', 'true_final_answer': '4'}
{'question_idx': 306, 'pred_final_answer': '10', 'true_final_answer': '12'}
{'question_idx': 308, 'pred_final_answer': '3', 'true_final_answer': '270'}
{'question_idx': 309, 'pred_final_answer': '3', 'true_final_answer': '21'}
{'question_idx': 311, 'pred_final_answer': '160000', 'true_final_answer': '162000'}
{'question_idx': 312, 'pred_final_answer': '60', 'true_final_answer': '5'}
{'question_idx': 331, 'pred_final_answer': '12', 'true_final_answer': '13'}
{'question_idx': 333, 'pred_final_answer': '4', 'true_final_answer': '8'}
{'question_idx': 349, 'pred_final_answer': '8', 'true_final_answer': '16'}
{'question_idx': 357, 'pred_final_answer': '13', 'true_final_answer': '26'}
{'question_idx': 358, 'pred_final_answer': '5', 'true_final_answer': '240'}
{'question_idx': 369, 'pred_final_answer': '30', 'true_final_answer': '75'}
{'question_idx': 374, 'pred_final_answer': '318', 'true_final_answer': '319'}
{'question_idx': 381, 'pred_final_answer': '10', 'true_final_answer': '109'}
{'question_idx': 384, 'pred_final_answer': '90', 'true_final_answer': '45'}
{'question_idx': 393, 'pred_final_answer': '15', 'true_final_answer': '5'}
{'question_idx': 399, 'pred_final_answer': '8', 'true_final_answer': '192'}
{'question_idx': 407, 'pred_final_answer': '140', 'true_final_answer': '170'}
{'question_idx': 424, 'pred_final_answer': '1', 'true_final_answer': '4'}
{'question_idx': 429, 'pred_final_answer': '3', 'true_final_answer': '13'}
{'question_idx': 433, 'pred_final_answer': '5', 'true_final_answer': '4'}
{'question_idx': 437, 'pred_final_answer': '6', 'true_final_answer': '75'}
{'question_idx': 444, 'pred_final_answer': '25000', 'true_final_answer': '70000'}
{'question_idx': 461, 'pred_final_answer': '30', 'true_final_answer': '31'}
{'question_idx': 471, 'pred_final_answer': '99057', 'true_final_answer': '95200'}
{'question_idx': 488, 'pred_final_answer': '2', 'true_final_answer': '15'}
{'question_idx': 490, 'pred_final_answer': '113', 'true_final_answer': '98'}
{'question_idx': 496, 'pred_final_answer': '294', 'true_final_answer': '324'}
{'question_idx': 498, 'pred_final_answer': '6', 'true_final_answer': '24'}
{'question_idx': 500, 'pred_final_answer': '0', 'true_final_answer': '8'}
{'question_idx': 513, 'pred_final_answer': '2300', 'true_final_answer': '7300'}
{'question_idx': 521, 'pred_final_answer': '15', 'true_final_answer': '5'}
{'question_idx': 526, 'pred_final_answer': '12', 'true_final_answer': '16'}
{'question_idx': 533, 'pred_final_answer': '30', 'true_final_answer': '5'}
{'question_idx': 536, 'pred_final_answer': '162', 'true_final_answer': '342'}
{'question_idx': 566, 'pred_final_answer': '18', 'true_final_answer': '45'}
{'question_idx': 585, 'pred_final_answer': '279', 'true_final_answer': '280'}
{'question_idx': 587, 'pred_final_answer': '3', 'true_final_answer': '975'}
{'question_idx': 591, 'pred_final_answer': '2', 'true_final_answer': '1'}
{'question_idx': 604, 'pred_final_answer': '2', 'true_final_answer': '12'}
{'question_idx': 610, 'pred_final_answer': '72', 'true_final_answer': '18'}
{'question_idx': 611, 'pred_final_answer': '14', 'true_final_answer': '18'}
{'question_idx': 627, 'pred_final_answer': '15', 'true_final_answer': '750'}
{'question_idx': 629, 'pred_final_answer': '6', 'true_final_answer': '3'}
{'question_idx': 633, 'pred_final_answer': '5', 'true_final_answer': '19'}
{'question_idx': 637, 'pred_final_answer': '5', 'true_final_answer': '20'}
{'question_idx': 645, 'pred_final_answer': '288', 'true_final_answer': '160'}
{'question_idx': 647, 'pred_final_answer': '600', 'true_final_answer': '12'}
{'question_idx': 655, 'pred_final_answer': '36', 'true_final_answer': '18'}
{'question_idx': 664, 'pred_final_answer': '80', 'true_final_answer': '10'}
{'question_idx': 676, 'pred_final_answer': '93', 'true_final_answer': '98'}
{'question_idx': 677, 'pred_final_answer': '600', 'true_final_answer': '1000'}
{'question_idx': 690, 'pred_final_answer': '2', 'true_final_answer': '4'}
{'question_idx': 717, 'pred_final_answer': '10', 'true_final_answer': '15'}
{'question_idx': 720, 'pred_final_answer': '21', 'true_final_answer': '33'}
{'question_idx': 736, 'pred_final_answer': '105', 'true_final_answer': '75'}
{'question_idx': 738, 'pred_final_answer': '5', 'true_final_answer': '81'}
{'question_idx': 757, 'pred_final_answer': '147', 'true_final_answer': '89'}
{'question_idx': 764, 'pred_final_answer': '48', 'true_final_answer': '3000'}
{'question_idx': 772, 'pred_final_answer': '62', 'true_final_answer': '74'}
{'question_idx': 773, 'pred_final_answer': '3', 'true_final_answer': '255'}
{'question_idx': 778, 'pred_final_answer': '16', 'true_final_answer': '132'}
{'question_idx': 781, 'pred_final_answer': '2', 'true_final_answer': '600'}
{'question_idx': 784, 'pred_final_answer': '0', 'true_final_answer': '1000'}
{'question_idx': 800, 'pred_final_answer': '5', 'true_final_answer': '160'}
{'question_idx': 815, 'pred_final_answer': '560', 'true_final_answer': '400'}
{'question_idx': 826, 'pred_final_answer': '6', 'true_final_answer': '30'}
{'question_idx': 828, 'pred_final_answer': '8', 'true_final_answer': '15'}
{'question_idx': 837, 'pred_final_answer': '10', 'true_final_answer': '82'}
{'question_idx': 850, 'pred_final_answer': '1', 'true_final_answer': '10'}
{'question_idx': 853, 'pred_final_answer': '44', 'true_final_answer': '23'}
{'question_idx': 862, 'pred_final_answer': '15', 'true_final_answer': '75'}
{'question_idx': 871, 'pred_final_answer': '3', 'true_final_answer': '10'}
{'question_idx': 879, 'pred_final_answer': '459', 'true_final_answer': '9'}
{'question_idx': 886, 'pred_final_answer': '2', 'true_final_answer': '6'}
{'question_idx': 888, 'pred_final_answer': '17', 'true_final_answer': '11'}
{'question_idx': 899, 'pred_final_answer': '600', 'true_final_answer': '675'}
{'question_idx': 901, 'pred_final_answer': '5', 'true_final_answer': '70'}
{'question_idx': 908, 'pred_final_answer': '239', 'true_final_answer': '240'}
{'question_idx': 914, 'pred_final_answer': '24', 'true_final_answer': '15'}
{'question_idx': 924, 'pred_final_answer': '5', 'true_final_answer': '235'}
{'question_idx': 933, 'pred_final_answer': '3', 'true_final_answer': '50'}
{'question_idx': 935, 'pred_final_answer': '1800', 'true_final_answer': '360'}
{'question_idx': 946, 'pred_final_answer': '5', 'true_final_answer': '8'}
{'question_idx': 947, 'pred_final_answer': '25', 'true_final_answer': '2'}
{'question_idx': 954, 'pred_final_answer': '3', 'true_final_answer': '54'}
{'question_idx': 958, 'pred_final_answer': '100', 'true_final_answer': '36'}
{'question_idx': 964, 'pred_final_answer': '3120000', 'true_final_answer': '2880000'}
{'question_idx': 967, 'pred_final_answer': '2000', 'true_final_answer': '1000'}
{'question_idx': 973, 'pred_final_answer': '9000', 'true_final_answer': '64800'}
{'question_idx': 974, 'pred_final_answer': '4', 'true_final_answer': '36'}
{'question_idx': 987, 'pred_final_answer': '60', 'true_final_answer': '16'}
{'question_idx': 1001, 'pred_final_answer': '80', 'true_final_answer': '2'}
{'question_idx': 1002, 'pred_final_answer': '120', 'true_final_answer': '140'}
{'question_idx': 1010, 'pred_final_answer': '54', 'true_final_answer': '27'}
{'question_idx': 1026, 'pred_final_answer': '3', 'true_final_answer': '2'}
{'question_idx': 1028, 'pred_final_answer': '1', 'true_final_answer': '2'}
{'question_idx': 1036, 'pred_final_answer': '6', 'true_final_answer': '42'}
{'question_idx': 1043, 'pred_final_answer': '6', 'true_final_answer': '21'}
{'question_idx': 1046, 'pred_final_answer': '32', 'true_final_answer': '8'}
{'question_idx': 1053, 'pred_final_answer': '15', 'true_final_answer': '4'}
{'question_idx': 1054, 'pred_final_answer': '0', 'true_final_answer': '2'}
{'question_idx': 1060, 'pred_final_answer': '42', 'true_final_answer': '128'}
{'question_idx': 1067, 'pred_final_answer': '2', 'true_final_answer': '36'}
{'question_idx': 1087, 'pred_final_answer': '18', 'true_final_answer': '14'}
{'question_idx': 1104, 'pred_final_answer': '4', 'true_final_answer': '3'}
{'question_idx': 1110, 'pred_final_answer': '51', 'true_final_answer': '91'}
{'question_idx': 1114, 'pred_final_answer': '65760', 'true_final_answer': '65960'}
{'question_idx': 1116, 'pred_final_answer': '2', 'true_final_answer': '1400'}
{'question_idx': 1124, 'pred_final_answer': '60', 'true_final_answer': '7'}
{'question_idx': 1132, 'pred_final_answer': '170', 'true_final_answer': '11050'}
{'question_idx': 1141, 'pred_final_answer': '30', 'true_final_answer': '75'}
{'question_idx': 1154, 'pred_final_answer': '5', 'true_final_answer': '12'}
{'question_idx': 1155, 'pred_final_answer': '4', 'true_final_answer': '8'}
{'question_idx': 1158, 'pred_final_answer': '139', 'true_final_answer': '138'}
{'question_idx': 1160, 'pred_final_answer': '20', 'true_final_answer': '50'}
{'question_idx': 1187, 'pred_final_answer': '3', 'true_final_answer': '23'}
{'question_idx': 1195, 'pred_final_answer': '2', 'true_final_answer': '168'}
{'question_idx': 1197, 'pred_final_answer': '30', 'true_final_answer': '8'}
{'question_idx': 1201, 'pred_final_answer': '42000', 'true_final_answer': '168000'}
{'question_idx': 1221, 'pred_final_answer': '111', 'true_final_answer': '110'}
{'question_idx': 1243, 'pred_final_answer': '1', 'true_final_answer': '310'}
{'question_idx': 1248, 'pred_final_answer': '4', 'true_final_answer': '60'}
{'question_idx': 1266, 'pred_final_answer': '4', 'true_final_answer': '34'}
{'question_idx': 1271, 'pred_final_answer': '760', 'true_final_answer': '803'}
{'question_idx': 1276, 'pred_final_answer': '4', 'true_final_answer': '3'}
{'question_idx': 1285, 'pred_final_answer': '30', 'true_final_answer': '150'}
{'question_idx': 1286, 'pred_final_answer': '4', 'true_final_answer': '72000'}
{'question_idx': 1291, 'pred_final_answer': '4', 'true_final_answer': '7'}
{'question_idx': 1295, 'pred_final_answer': '75000', 'true_final_answer': '25000'}
{'question_idx': 1301, 'pred_final_answer': '8', 'true_final_answer': '6'}
{'question_idx': 1303, 'pred_final_answer': '7', 'true_final_answer': '35'}
