{'question_idx': 3, 'pred_final_answer': '9', 'true_final_answer': '25'}
{'question_idx': 219, 'pred_final_answer': '4', 'true_final_answer': '6'}
{'question_idx': 222, 'pred_final_answer': '11', 'true_final_answer': '1128'}
{'question_idx': 223, 'pred_final_answer': '36', 'true_final_answer': '216'}
{'question_idx': 227, 'pred_final_answer': '30', 'true_final_answer': '43200'}
{'question_idx': 230, 'pred_final_answer': '11', 'true_final_answer': '410'}
{'question_idx': 232, 'pred_final_answer': '6', 'true_final_answer': '4'}
{'question_idx': 234, 'pred_final_answer': '209', 'true_final_answer': '36'}
{'question_idx': 243, 'pred_final_answer': '1047', 'true_final_answer': '826'}
{'question_idx': 245, 'pred_final_answer': '3', 'true_final_answer': '50'}
{'question_idx': 246, 'pred_final_answer': '350', 'true_final_answer': '500'}
{'question_idx': 250, 'pred_final_answer': '4', 'true_final_answer': '7'}
{'question_idx': 254, 'pred_final_answer': '30', 'true_final_answer': '525'}
{'question_idx': 258, 'pred_final_answer': '9', 'true_final_answer': '5'}
{'question_idx': 260, 'pred_final_answer': '83', 'true_final_answer': '66'}
{'question_idx': 267, 'pred_final_answer': '27', 'true_final_answer': '48'}
{'question_idx': 271, 'pred_final_answer': '80', 'true_final_answer': '3'}
{'question_idx': 284, 'pred_final_answer': '12', 'true_final_answer': '132'}
{'question_idx': 285, 'pred_final_answer': '25', 'true_final_answer': '16'}
{'question_idx': 290, 'pred_final_answer': '8', 'true_final_answer': '12'}
{'question_idx': 293, 'pred_final_answer': '9853', 'true_final_answer': '7400'}
{'question_idx': 298, 'pred_final_answer': '1', 'true_final_answer': '60'}
{'question_idx': 303, 'pred_final_answer': '35', 'true_final_answer': '27'}
{'question_idx': 306, 'pred_final_answer': '10', 'true_final_answer': '12'}
{'question_idx': 307, 'pred_final_answer': '3', 'true_final_answer': '4'}
{'question_idx': 308, 'pred_final_answer': '3', 'true_final_answer': '270'}
{'question_idx': 309, 'pred_final_answer': '3', 'true_final_answer': '21'}
{'question_idx': 312, 'pred_final_answer': '60', 'true_final_answer': '5'}
{'question_idx': 316, 'pred_final_answer': '135', 'true_final_answer': '27'}
{'question_idx': 325, 'pred_final_answer': '1800', 'true_final_answer': '48'}
{'question_idx': 331, 'pred_final_answer': '12', 'true_final_answer': '13'}
{'question_idx': 333, 'pred_final_answer': '4', 'true_final_answer': '8'}
{'question_idx': 343, 'pred_final_answer': '3', 'true_final_answer': '2'}
{'question_idx': 348, 'pred_final_answer': '1440', 'true_final_answer': '1490'}
{'question_idx': 353, 'pred_final_answer': '35', 'true_final_answer': '30'}
{'question_idx': 356, 'pred_final_answer': '12', 'true_final_answer': '27'}
{'question_idx': 357, 'pred_final_answer': '13', 'true_final_answer': '26'}
{'question_idx': 358, 'pred_final_answer': '5', 'true_final_answer': '240'}
{'question_idx': 364, 'pred_final_answer': '115', 'true_final_answer': '145'}
{'question_idx': 369, 'pred_final_answer': '30', 'true_final_answer': '75'}
{'question_idx': 374, 'pred_final_answer': '326', 'true_final_answer': '319'}
{'question_idx': 376, 'pred_final_answer': '52', 'true_final_answer': '54'}
{'question_idx': 378, 'pred_final_answer': '36', 'true_final_answer': '84'}
{'question_idx': 380, 'pred_final_answer': '15', 'true_final_answer': '50'}
{'question_idx': 381, 'pred_final_answer': '10', 'true_final_answer': '109'}
{'question_idx': 382, 'pred_final_answer': '5', 'true_final_answer': '10'}
{'question_idx': 384, 'pred_final_answer': '90', 'true_final_answer': '45'}
{'question_idx': 385, 'pred_final_answer': '47', 'true_final_answer': '68'}
{'question_idx': 390, 'pred_final_answer': '310', 'true_final_answer': '280'}
{'question_idx': 393, 'pred_final_answer': '2', 'true_final_answer': '5'}
{'question_idx': 399, 'pred_final_answer': '8', 'true_final_answer': '192'}
{'question_idx': 401, 'pred_final_answer': '14', 'true_final_answer': '18'}
{'question_idx': 403, 'pred_final_answer': '9', 'true_final_answer': '4'}
{'question_idx': 404, 'pred_final_answer': '541', 'true_final_answer': '500'}
{'question_idx': 405, 'pred_final_answer': '1350', 'true_final_answer': '250'}
{'question_idx': 407, 'pred_final_answer': '140', 'true_final_answer': '170'}
{'question_idx': 410, 'pred_final_answer': '84', 'true_final_answer': '300'}
{'question_idx': 414, 'pred_final_answer': '446', 'true_final_answer': '374'}
{'question_idx': 417, 'pred_final_answer': '2', 'true_final_answer': '7'}
{'question_idx': 420, 'pred_final_answer': '3', 'true_final_answer': '172'}
{'question_idx': 421, 'pred_final_answer': '480', 'true_final_answer': '16'}
{'question_idx': 424, 'pred_final_answer': '2', 'true_final_answer': '4'}
{'question_idx': 429, 'pred_final_answer': '3', 'true_final_answer': '13'}
{'question_idx': 433, 'pred_final_answer': '6', 'true_final_answer': '4'}
{'question_idx': 437, 'pred_final_answer': '105', 'true_final_answer': '75'}
{'question_idx': 441, 'pred_final_answer': '365', 'true_final_answer': '110'}
{'question_idx': 443, 'pred_final_answer': '5', 'true_final_answer': '17'}
{'question_idx': 451, 'pred_final_answer': '220', 'true_final_answer': '80'}
{'question_idx': 452, 'pred_final_answer': '40', 'true_final_answer': '36'}
{'question_idx': 463, 'pred_final_answer': '11000', 'true_final_answer': '3000'}
{'question_idx': 471, 'pred_final_answer': '1400', 'true_final_answer': '95200'}
{'question_idx': 480, 'pred_final_answer': '3', 'true_final_answer': '291'}
{'question_idx': 484, 'pred_final_answer': '102000', 'true_final_answer': '120000'}
{'question_idx': 486, 'pred_final_answer': '8', 'true_final_answer': '6'}
{'question_idx': 488, 'pred_final_answer': '5', 'true_final_answer': '15'}
{'question_idx': 496, 'pred_final_answer': '675', 'true_final_answer': '324'}
{'question_idx': 498, 'pred_final_answer': '98', 'true_final_answer': '24'}
{'question_idx': 500, 'pred_final_answer': '0', 'true_final_answer': '8'}
{'question_idx': 507, 'pred_final_answer': '560', 'true_final_answer': '500'}
{'question_idx': 513, 'pred_final_answer': '12600', 'true_final_answer': '7300'}
{'question_idx': 514, 'pred_final_answer': '500', 'true_final_answer': '385000'}
{'question_idx': 518, 'pred_final_answer': '16', 'true_final_answer': '12'}
{'question_idx': 526, 'pred_final_answer': '12', 'true_final_answer': '16'}
{'question_idx': 528, 'pred_final_answer': '142', 'true_final_answer': '25'}
{'question_idx': 529, 'pred_final_answer': '53', 'true_final_answer': '160'}
{'question_idx': 530, 'pred_final_answer': '8', 'true_final_answer': '5'}
{'question_idx': 533, 'pred_final_answer': '30', 'true_final_answer': '5'}
{'question_idx': 536, 'pred_final_answer': '168', 'true_final_answer': '342'}
{'question_idx': 541, 'pred_final_answer': '3', 'true_final_answer': '15'}
{'question_idx': 546, 'pred_final_answer': '4', 'true_final_answer': '2'}
{'question_idx': 550, 'pred_final_answer': '5', 'true_final_answer': '7'}
{'question_idx': 554, 'pred_final_answer': '1500', 'true_final_answer': '2100'}
{'question_idx': 566, 'pred_final_answer': '18', 'true_final_answer': '45'}
{'question_idx': 570, 'pred_final_answer': '8800', 'true_final_answer': '6400'}
{'question_idx': 573, 'pred_final_answer': '3', 'true_final_answer': '60'}
{'question_idx': 578, 'pred_final_answer': '277', 'true_final_answer': '163'}
{'question_idx': 584, 'pred_final_answer': '9', 'true_final_answer': '10'}
{'question_idx': 586, 'pred_final_answer': '14', 'true_final_answer': '1'}
{'question_idx': 587, 'pred_final_answer': '3', 'true_final_answer': '975'}
{'question_idx': 591, 'pred_final_answer': '4', 'true_final_answer': '1'}
{'question_idx': 597, 'pred_final_answer': '180', 'true_final_answer': '56'}
{'question_idx': 599, 'pred_final_answer': '5', 'true_final_answer': '15'}
{'question_idx': 604, 'pred_final_answer': '2', 'true_final_answer': '12'}
{'question_idx': 606, 'pred_final_answer': '330', 'true_final_answer': '255'}
{'question_idx': 611, 'pred_final_answer': '14', 'true_final_answer': '18'}
{'question_idx': 621, 'pred_final_answer': '75', 'true_final_answer': '300'}
{'question_idx': 626, 'pred_final_answer': '20', 'true_final_answer': '23'}
{'question_idx': 627, 'pred_final_answer': '15', 'true_final_answer': '750'}
{'question_idx': 629, 'pred_final_answer': '6', 'true_final_answer': '3'}
{'question_idx': 630, 'pred_final_answer': '0', 'true_final_answer': '90'}
{'question_idx': 631, 'pred_final_answer': '1', 'true_final_answer': '2'}
{'question_idx': 633, 'pred_final_answer': '79', 'true_final_answer': '19'}
{'question_idx': 634, 'pred_final_answer': '564', 'true_final_answer': '540'}
{'question_idx': 635, 'pred_final_answer': '2500', 'true_final_answer': '450'}
{'question_idx': 637, 'pred_final_answer': '5', 'true_final_answer': '20'}
{'question_idx': 638, 'pred_final_answer': '60', 'true_final_answer': '50'}
{'question_idx': 640, 'pred_final_answer': '1', 'true_final_answer': '31'}
{'question_idx': 645, 'pred_final_answer': '288', 'true_final_answer': '160'}
{'question_idx': 647, 'pred_final_answer': '600', 'true_final_answer': '12'}
{'question_idx': 648, 'pred_final_answer': '160000', 'true_final_answer': '800'}
{'question_idx': 649, 'pred_final_answer': '220', 'true_final_answer': '350'}
{'question_idx': 653, 'pred_final_answer': '2200', 'true_final_answer': '1300'}
{'question_idx': 655, 'pred_final_answer': '15', 'true_final_answer': '18'}
{'question_idx': 660, 'pred_final_answer': '4', 'true_final_answer': '390'}
{'question_idx': 663, 'pred_final_answer': '4', 'true_final_answer': '4000'}
{'question_idx': 664, 'pred_final_answer': '80', 'true_final_answer': '10'}
{'question_idx': 665, 'pred_final_answer': '40', 'true_final_answer': '10'}
{'question_idx': 666, 'pred_final_answer': '116', 'true_final_answer': '132'}
{'question_idx': 670, 'pred_final_answer': '43', 'true_final_answer': '51'}
{'question_idx': 675, 'pred_final_answer': '3', 'true_final_answer': '6'}
{'question_idx': 676, 'pred_final_answer': '93', 'true_final_answer': '98'}
{'question_idx': 680, 'pred_final_answer': '62', 'true_final_answer': '26'}
{'question_idx': 682, 'pred_final_answer': '0', 'true_final_answer': '118000'}
{'question_idx': 690, 'pred_final_answer': '2', 'true_final_answer': '4'}
{'question_idx': 697, 'pred_final_answer': '0', 'true_final_answer': '12'}
{'question_idx': 699, 'pred_final_answer': '36', 'true_final_answer': '56'}
{'question_idx': 704, 'pred_final_answer': '55', 'true_final_answer': '48'}
{'question_idx': 706, 'pred_final_answer': '200', 'true_final_answer': '10'}
{'question_idx': 707, 'pred_final_answer': '7', 'true_final_answer': '17'}
{'question_idx': 712, 'pred_final_answer': '140', 'true_final_answer': '200'}
{'question_idx': 717, 'pred_final_answer': '10', 'true_final_answer': '15'}
{'question_idx': 721, 'pred_final_answer': '3', 'true_final_answer': '60'}
{'question_idx': 730, 'pred_final_answer': '-200', 'true_final_answer': '200'}
{'question_idx': 731, 'pred_final_answer': '10', 'true_final_answer': '60'}
{'question_idx': 734, 'pred_final_answer': '25', 'true_final_answer': '20'}
{'question_idx': 736, 'pred_final_answer': '105', 'true_final_answer': '75'}
{'question_idx': 738, 'pred_final_answer': '5', 'true_final_answer': '81'}
{'question_idx': 742, 'pred_final_answer': '13', 'true_final_answer': '3'}
{'question_idx': 753, 'pred_final_answer': '60', 'true_final_answer': '82'}
{'question_idx': 754, 'pred_final_answer': '726', 'true_final_answer': '9360'}
{'question_idx': 755, 'pred_final_answer': '2', 'true_final_answer': '8'}
{'question_idx': 763, 'pred_final_answer': '6', 'true_final_answer': '5'}
{'question_idx': 764, 'pred_final_answer': '48', 'true_final_answer': '3000'}
{'question_idx': 768, 'pred_final_answer': '75', 'true_final_answer': '50'}
{'question_idx': 772, 'pred_final_answer': '62', 'true_final_answer': '74'}
{'question_idx': 773, 'pred_final_answer': '3', 'true_final_answer': '255'}
{'question_idx': 778, 'pred_final_answer': '16', 'true_final_answer': '132'}
{'question_idx': 783, 'pred_final_answer': '272', 'true_final_answer': '284'}
{'question_idx': 784, 'pred_final_answer': '0', 'true_final_answer': '1000'}
{'question_idx': 786, 'pred_final_answer': '8', 'true_final_answer': '4'}
{'question_idx': 799, 'pred_final_answer': '1125', 'true_final_answer': '50'}
{'question_idx': 800, 'pred_final_answer': '5', 'true_final_answer': '160'}
{'question_idx': 801, 'pred_final_answer': '2', 'true_final_answer': '160'}
{'question_idx': 820, 'pred_final_answer': '12', 'true_final_answer': '6'}
{'question_idx': 821, 'pred_final_answer': '0', 'true_final_answer': '2'}
{'question_idx': 824, 'pred_final_answer': '101', 'true_final_answer': '79'}
{'question_idx': 826, 'pred_final_answer': '6', 'true_final_answer': '30'}
{'question_idx': 827, 'pred_final_answer': '8', 'true_final_answer': '448'}
{'question_idx': 830, 'pred_final_answer': '20', 'true_final_answer': '50'}
{'question_idx': 835, 'pred_final_answer': '6', 'true_final_answer': '34'}
{'question_idx': 836, 'pred_final_answer': '12', 'true_final_answer': '227'}
{'question_idx': 837, 'pred_final_answer': '108', 'true_final_answer': '82'}
{'question_idx': 840, 'pred_final_answer': '20', 'true_final_answer': '8'}
{'question_idx': 841, 'pred_final_answer': '60', 'true_final_answer': '16'}
{'question_idx': 845, 'pred_final_answer': '21', 'true_final_answer': '18'}
{'question_idx': 850, 'pred_final_answer': '8', 'true_final_answer': '10'}
{'question_idx': 853, 'pred_final_answer': '14', 'true_final_answer': '23'}
{'question_idx': 855, 'pred_final_answer': '6', 'true_final_answer': '9'}
{'question_idx': 858, 'pred_final_answer': '40', 'true_final_answer': '100'}
{'question_idx': 859, 'pred_final_answer': '48', 'true_final_answer': '12'}
{'question_idx': 861, 'pred_final_answer': '20', 'true_final_answer': '16'}
{'question_idx': 862, 'pred_final_answer': '15', 'true_final_answer': '75'}
{'question_idx': 864, 'pred_final_answer': '10', 'true_final_answer': '35'}
{'question_idx': 865, 'pred_final_answer': '16', 'true_final_answer': '98'}
{'question_idx': 868, 'pred_final_answer': '6', 'true_final_answer': '4'}
{'question_idx': 870, 'pred_final_answer': '39', 'true_final_answer': '78'}
{'question_idx': 871, 'pred_final_answer': '3', 'true_final_answer': '10'}
{'question_idx': 873, 'pred_final_answer': '504', 'true_final_answer': '21'}
{'question_idx': 879, 'pred_final_answer': '459', 'true_final_answer': '9'}
{'question_idx': 880, 'pred_final_answer': '45', 'true_final_answer': '48'}
{'question_idx': 883, 'pred_final_answer': '1', 'true_final_answer': '7'}
{'question_idx': 886, 'pred_final_answer': '18', 'true_final_answer': '6'}
{'question_idx': 888, 'pred_final_answer': '4', 'true_final_answer': '11'}
{'question_idx': 889, 'pred_final_answer': '10', 'true_final_answer': '200'}
{'question_idx': 892, 'pred_final_answer': '280', 'true_final_answer': '80'}
{'question_idx': 896, 'pred_final_answer': '1200', 'true_final_answer': '1600'}
{'question_idx': 897, 'pred_final_answer': '16', 'true_final_answer': '19'}
{'question_idx': 899, 'pred_final_answer': '600', 'true_final_answer': '675'}
{'question_idx': 901, 'pred_final_answer': '5', 'true_final_answer': '70'}
{'question_idx': 906, 'pred_final_answer': '730', 'true_final_answer': '700'}
{'question_idx': 913, 'pred_final_answer': '5', 'true_final_answer': '120'}
{'question_idx': 914, 'pred_final_answer': '24', 'true_final_answer': '15'}
{'question_idx': 924, 'pred_final_answer': '5', 'true_final_answer': '235'}
{'question_idx': 930, 'pred_final_answer': '105', 'true_final_answer': '60'}
{'question_idx': 931, 'pred_final_answer': '100', 'true_final_answer': '120'}
{'question_idx': 935, 'pred_final_answer': '7200', 'true_final_answer': '360'}
{'question_idx': 936, 'pred_final_answer': '2', 'true_final_answer': '12'}
{'question_idx': 946, 'pred_final_answer': '5', 'true_final_answer': '8'}
{'question_idx': 947, 'pred_final_answer': '25', 'true_final_answer': '2'}
{'question_idx': 953, 'pred_final_answer': '39', 'true_final_answer': '15'}
{'question_idx': 954, 'pred_final_answer': '3', 'true_final_answer': '54'}
{'question_idx': 956, 'pred_final_answer': '400000', 'true_final_answer': '9500'}
{'question_idx': 958, 'pred_final_answer': '100', 'true_final_answer': '36'}
{'question_idx': 964, 'pred_final_answer': '3120000', 'true_final_answer': '2880000'}
{'question_idx': 967, 'pred_final_answer': '5', 'true_final_answer': '1000'}
{'question_idx': 973, 'pred_final_answer': '30', 'true_final_answer': '64800'}
{'question_idx': 974, 'pred_final_answer': '4', 'true_final_answer': '36'}
{'question_idx': 975, 'pred_final_answer': '100', 'true_final_answer': '300'}
{'question_idx': 987, 'pred_final_answer': '60', 'true_final_answer': '16'}
{'question_idx': 998, 'pred_final_answer': '8', 'true_final_answer': '189'}
{'question_idx': 1001, 'pred_final_answer': '80', 'true_final_answer': '2'}
{'question_idx': 1003, 'pred_final_answer': '259', 'true_final_answer': '153'}
{'question_idx': 1011, 'pred_final_answer': '535', 'true_final_answer': '92'}
{'question_idx': 1012, 'pred_final_answer': '234', 'true_final_answer': '54'}
{'question_idx': 1022, 'pred_final_answer': '14', 'true_final_answer': '7'}
{'question_idx': 1025, 'pred_final_answer': '4', 'true_final_answer': '10'}
{'question_idx': 1026, 'pred_final_answer': '3', 'true_final_answer': '2'}
{'question_idx': 1028, 'pred_final_answer': '3', 'true_final_answer': '2'}
{'question_idx': 1031, 'pred_final_answer': '32', 'true_final_answer': '36'}
{'question_idx': 1036, 'pred_final_answer': '6', 'true_final_answer': '42'}
{'question_idx': 1038, 'pred_final_answer': '195', 'true_final_answer': '130'}
{'question_idx': 1046, 'pred_final_answer': '32', 'true_final_answer': '8'}
{'question_idx': 1053, 'pred_final_answer': '15', 'true_final_answer': '4'}
{'question_idx': 1054, 'pred_final_answer': '50', 'true_final_answer': '2'}
{'question_idx': 1056, 'pred_final_answer': '393', 'true_final_answer': '260'}
{'question_idx': 1060, 'pred_final_answer': '42', 'true_final_answer': '128'}
{'question_idx': 1065, 'pred_final_answer': '200', 'true_final_answer': '8'}
{'question_idx': 1066, 'pred_final_answer': '210', 'true_final_answer': '260'}
{'question_idx': 1067, 'pred_final_answer': '40', 'true_final_answer': '36'}
{'question_idx': 1069, 'pred_final_answer': '50', 'true_final_answer': '18000'}
{'question_idx': 1073, 'pred_final_answer': '51', 'true_final_answer': '52'}
{'question_idx': 1075, 'pred_final_answer': '20', 'true_final_answer': '800'}
{'question_idx': 1083, 'pred_final_answer': '1080', 'true_final_answer': '1110'}
{'question_idx': 1085, 'pred_final_answer': '0', 'true_final_answer': '2'}
{'question_idx': 1087, 'pred_final_answer': '18', 'true_final_answer': '14'}
{'question_idx': 1092, 'pred_final_answer': '12', 'true_final_answer': '6'}
{'question_idx': 1106, 'pred_final_answer': '125', 'true_final_answer': '50'}
{'question_idx': 1110, 'pred_final_answer': '51', 'true_final_answer': '91'}
{'question_idx': 1115, 'pred_final_answer': '5', 'true_final_answer': '4'}
{'question_idx': 1116, 'pred_final_answer': '2', 'true_final_answer': '1400'}
{'question_idx': 1118, 'pred_final_answer': '34', 'true_final_answer': '54'}
{'question_idx': 1119, 'pred_final_answer': '32', 'true_final_answer': '12'}
{'question_idx': 1121, 'pred_final_answer': '30', 'true_final_answer': '5600'}
{'question_idx': 1122, 'pred_final_answer': '250000', 'true_final_answer': '1450000'}
{'question_idx': 1124, 'pred_final_answer': '60', 'true_final_answer': '7'}
{'question_idx': 1126, 'pred_final_answer': '-28', 'true_final_answer': '12'}
{'question_idx': 1128, 'pred_final_answer': '120', 'true_final_answer': '85'}
{'question_idx': 1130, 'pred_final_answer': '4', 'true_final_answer': '2'}
{'question_idx': 1132, 'pred_final_answer': '170', 'true_final_answer': '11050'}
{'question_idx': 1136, 'pred_final_answer': '25', 'true_final_answer': '23'}
{'question_idx': 1140, 'pred_final_answer': '16', 'true_final_answer': '7'}
{'question_idx': 1141, 'pred_final_answer': '30', 'true_final_answer': '75'}
{'question_idx': 1145, 'pred_final_answer': '20', 'true_final_answer': '26'}
{'question_idx': 1151, 'pred_final_answer': '10', 'true_final_answer': '40'}
{'question_idx': 1154, 'pred_final_answer': '5', 'true_final_answer': '12'}
{'question_idx': 1158, 'pred_final_answer': '139', 'true_final_answer': '138'}
{'question_idx': 1161, 'pred_final_answer': '12', 'true_final_answer': '1800'}
{'question_idx': 1164, 'pred_final_answer': '1', 'true_final_answer': '105'}
{'question_idx': 1165, 'pred_final_answer': '27000', 'true_final_answer': '1800'}
{'question_idx': 1168, 'pred_final_answer': '280', 'true_final_answer': '140'}
{'question_idx': 1169, 'pred_final_answer': '200', 'true_final_answer': '42'}
{'question_idx': 1170, 'pred_final_answer': '40', 'true_final_answer': '120'}
{'question_idx': 1174, 'pred_final_answer': '50', 'true_final_answer': '110'}
{'question_idx': 1176, 'pred_final_answer': '5', 'true_final_answer': '104'}
{'question_idx': 1180, 'pred_final_answer': '664', 'true_final_answer': '20'}
{'question_idx': 1184, 'pred_final_answer': '3', 'true_final_answer': '106'}
{'question_idx': 1185, 'pred_final_answer': '420', 'true_final_answer': '320'}
{'question_idx': 1187, 'pred_final_answer': '3', 'true_final_answer': '23'}
{'question_idx': 1191, 'pred_final_answer': '3', 'true_final_answer': '120'}
{'question_idx': 1193, 'pred_final_answer': '124', 'true_final_answer': '113'}
{'question_idx': 1195, 'pred_final_answer': '2', 'true_final_answer': '168'}
{'question_idx': 1196, 'pred_final_answer': '80', 'true_final_answer': '70'}
{'question_idx': 1197, 'pred_final_answer': '30', 'true_final_answer': '8'}
{'question_idx': 1201, 'pred_final_answer': '42000', 'true_final_answer': '168000'}
{'question_idx': 1219, 'pred_final_answer': '6', 'true_final_answer': '11'}
{'question_idx': 1224, 'pred_final_answer': '2', 'true_final_answer': '18'}
{'question_idx': 1225, 'pred_final_answer': '20', 'true_final_answer': '40'}
{'question_idx': 1232, 'pred_final_answer': '46', 'true_final_answer': '70'}
{'question_idx': 1236, 'pred_final_answer': '18', 'true_final_answer': '24'}
{'question_idx': 1237, 'pred_final_answer': '295', 'true_final_answer': '225'}
{'question_idx': 1238, 'pred_final_answer': '16', 'true_final_answer': '17'}
{'question_idx': 1241, 'pred_final_answer': '20', 'true_final_answer': '60'}
{'question_idx': 1247, 'pred_final_answer': '1600', 'true_final_answer': '350'}
{'question_idx': 1248, 'pred_final_answer': '4', 'true_final_answer': '60'}
{'question_idx': 1253, 'pred_final_answer': '5', 'true_final_answer': '11'}
{'question_idx': 1254, 'pred_final_answer': '224', 'true_final_answer': '112'}
{'question_idx': 1261, 'pred_final_answer': '-144', 'true_final_answer': '240'}
{'question_idx': 1265, 'pred_final_answer': '240', 'true_final_answer': '160'}
{'question_idx': 1266, 'pred_final_answer': '4', 'true_final_answer': '34'}
{'question_idx': 1270, 'pred_final_answer': '1200', 'true_final_answer': '10'}
