{'prompt': "You are an expert at arithmetic reasoning and are willing to solve grade school math problems.\n\nQ: {question}\nA: Let's think step by step."}
{'question_idx': 0, 'pred_final_answer': '2319', 'true_final_answer': '2317'}
{'question_idx': 207, 'pred_final_answer': '192', 'true_final_answer': '140'}
{'question_idx': 210, 'pred_final_answer': '1500', 'true_final_answer': '3000'}
{'question_idx': 216, 'pred_final_answer': '15', 'true_final_answer': '300'}
{'question_idx': 223, 'pred_final_answer': '7', 'true_final_answer': '21'}
{'question_idx': 224, 'pred_final_answer': '58', 'true_final_answer': '56'}
{'question_idx': 226, 'pred_final_answer': '7', 'true_final_answer': '294'}
{'question_idx': 231, 'pred_final_answer': '10', 'true_final_answer': '11'}
{'question_idx': 233, 'pred_final_answer': '6', 'true_final_answer': '5'}
{'question_idx': 234, 'pred_final_answer': '31', 'true_final_answer': '39'}
{'question_idx': 235, 'pred_final_answer': '268', 'true_final_answer': '154'}
{'question_idx': 236, 'pred_final_answer': '10', 'true_final_answer': '30'}
{'question_idx': 239, 'pred_final_answer': '5', 'true_final_answer': '180'}
{'question_idx': 241, 'pred_final_answer': '8', 'true_final_answer': '48'}
{'question_idx': 246, 'pred_final_answer': '4', 'true_final_answer': '140'}
{'question_idx': 248, 'pred_final_answer': '20', 'true_final_answer': '25'}
{'question_idx': 249, 'pred_final_answer': '10', 'true_final_answer': '14'}
{'question_idx': 258, 'pred_final_answer': '3', 'true_final_answer': '135'}
{'question_idx': 261, 'pred_final_answer': '38', 'true_final_answer': '150'}
{'question_idx': 265, 'pred_final_answer': '5', 'true_final_answer': '6'}
{'question_idx': 266, 'pred_final_answer': '3', 'true_final_answer': '72000'}
{'question_idx': 280, 'pred_final_answer': '1080', 'true_final_answer': '960'}
{'question_idx': 287, 'pred_final_answer': '300', 'true_final_answer': '1350'}
{'question_idx': 292, 'pred_final_answer': '12', 'true_final_answer': '236'}
{'question_idx': 295, 'pred_final_answer': '75', 'true_final_answer': '5'}
{'question_idx': 297, 'pred_final_answer': '72', 'true_final_answer': '85'}
{'question_idx': 303, 'pred_final_answer': '1800', 'true_final_answer': '6'}
{'question_idx': 305, 'pred_final_answer': '50', 'true_final_answer': '32'}
{'question_idx': 309, 'pred_final_answer': '8', 'true_final_answer': '20'}
{'question_idx': 313, 'pred_final_answer': '2', 'true_final_answer': '29'}
{'question_idx': 322, 'pred_final_answer': '1', 'true_final_answer': '4'}
{'question_idx': 325, 'pred_final_answer': '3', 'true_final_answer': '240'}
{'question_idx': 330, 'pred_final_answer': '20', 'true_final_answer': '120'}
{'question_idx': 333, 'pred_final_answer': '1', 'true_final_answer': '4'}
{'question_idx': 334, 'pred_final_answer': '6', 'true_final_answer': '90'}
{'question_idx': 341, 'pred_final_answer': '192', 'true_final_answer': '24'}
{'question_idx': 350, 'pred_final_answer': '20', 'true_final_answer': '455000'}
{'question_idx': 353, 'pred_final_answer': '16', 'true_final_answer': '336'}
{'question_idx': 354, 'pred_final_answer': '50', 'true_final_answer': '600'}
{'question_idx': 356, 'pred_final_answer': '39', 'true_final_answer': '24'}
{'question_idx': 361, 'pred_final_answer': '7', 'true_final_answer': '3'}
{'question_idx': 365, 'pred_final_answer': '5', 'true_final_answer': '200'}
{'question_idx': 366, 'pred_final_answer': '366', 'true_final_answer': '258'}
{'question_idx': 369, 'pred_final_answer': '2', 'true_final_answer': '12'}
{'question_idx': 373, 'pred_final_answer': '26', 'true_final_answer': '750'}
{'question_idx': 378, 'pred_final_answer': '100', 'true_final_answer': '80'}
{'question_idx': 384, 'pred_final_answer': '130', 'true_final_answer': '190'}
{'question_idx': 387, 'pred_final_answer': '3', 'true_final_answer': '216000'}
{'question_idx': 388, 'pred_final_answer': '420', 'true_final_answer': '60'}
{'question_idx': 389, 'pred_final_answer': '5', 'true_final_answer': '10'}
{'question_idx': 391, 'pred_final_answer': '8', 'true_final_answer': '40'}
{'question_idx': 393, 'pred_final_answer': '3', 'true_final_answer': '525'}
{'question_idx': 400, 'pred_final_answer': '100', 'true_final_answer': '15'}
{'question_idx': 401, 'pred_final_answer': '500', 'true_final_answer': '2'}
{'question_idx': 406, 'pred_final_answer': '24', 'true_final_answer': '28'}
{'question_idx': 410, 'pred_final_answer': '3', 'true_final_answer': '540'}
{'question_idx': 411, 'pred_final_answer': '0', 'true_final_answer': '240'}
{'question_idx': 412, 'pred_final_answer': '2400', 'true_final_answer': '1800'}
{'question_idx': 417, 'pred_final_answer': '20', 'true_final_answer': '24'}
{'question_idx': 421, 'pred_final_answer': '7', 'true_final_answer': '6318'}
{'question_idx': 427, 'pred_final_answer': '14', 'true_final_answer': '21'}
{'question_idx': 428, 'pred_final_answer': '30', 'true_final_answer': '80'}
{'question_idx': 434, 'pred_final_answer': '8', 'true_final_answer': '2800'}
{'question_idx': 436, 'pred_final_answer': '630', 'true_final_answer': '810'}
{'question_idx': 439, 'pred_final_answer': '8', 'true_final_answer': '7'}
{'question_idx': 440, 'pred_final_answer': '3', 'true_final_answer': '4'}
{'question_idx': 445, 'pred_final_answer': '1', 'true_final_answer': '30'}
{'question_idx': 452, 'pred_final_answer': '450', 'true_final_answer': '1800'}
{'question_idx': 453, 'pred_final_answer': '3', 'true_final_answer': '117'}
{'question_idx': 455, 'pred_final_answer': '2', 'true_final_answer': '96'}
{'question_idx': 457, 'pred_final_answer': '5', 'true_final_answer': '45'}
{'question_idx': 462, 'pred_final_answer': '15', 'true_final_answer': '375'}
{'question_idx': 464, 'pred_final_answer': '0', 'true_final_answer': '4'}
{'question_idx': 466, 'pred_final_answer': '78', 'true_final_answer': '26'}
{'question_idx': 467, 'pred_final_answer': '21', 'true_final_answer': '22'}
{'question_idx': 469, 'pred_final_answer': '3', 'true_final_answer': '26'}
{'question_idx': 474, 'pred_final_answer': '7', 'true_final_answer': '33'}
{'question_idx': 475, 'pred_final_answer': '8', 'true_final_answer': '800'}
{'question_idx': 479, 'pred_final_answer': '4', 'true_final_answer': '3'}
{'question_idx': 481, 'pred_final_answer': '720', 'true_final_answer': '2160'}
{'question_idx': 487, 'pred_final_answer': '2', 'true_final_answer': '72'}
{'question_idx': 488, 'pred_final_answer': '5', 'true_final_answer': '12'}
{'question_idx': 496, 'pred_final_answer': '4', 'true_final_answer': '640'}
{'question_idx': 500, 'pred_final_answer': '1', 'true_final_answer': '2'}
{'question_idx': 502, 'pred_final_answer': '876', 'true_final_answer': '874'}
{'question_idx': 504, 'pred_final_answer': '5', 'true_final_answer': '15'}
{'question_idx': 505, 'pred_final_answer': '50', 'true_final_answer': '12'}
{'question_idx': 514, 'pred_final_answer': '2', 'true_final_answer': '3'}
{'question_idx': 522, 'pred_final_answer': '73', 'true_final_answer': '22'}
{'question_idx': 524, 'pred_final_answer': '24', 'true_final_answer': '120'}
{'question_idx': 531, 'pred_final_answer': '125', 'true_final_answer': '50'}
{'question_idx': 534, 'pred_final_answer': '2', 'true_final_answer': '9'}
{'question_idx': 543, 'pred_final_answer': '111', 'true_final_answer': '9'}
{'question_idx': 548, 'pred_final_answer': '8', 'true_final_answer': '4'}
{'question_idx': 549, 'pred_final_answer': '46', 'true_final_answer': '70'}
{'question_idx': 557, 'pred_final_answer': '1420', 'true_final_answer': '2020'}
{'question_idx': 559, 'pred_final_answer': '2', 'true_final_answer': '39'}
{'question_idx': 561, 'pred_final_answer': '39', 'true_final_answer': '51'}
{'question_idx': 562, 'pred_final_answer': '4', 'true_final_answer': '7'}
{'question_idx': 563, 'pred_final_answer': '2', 'true_final_answer': '6'}
{'question_idx': 568, 'pred_final_answer': '25', 'true_final_answer': '7'}
{'question_idx': 570, 'pred_final_answer': '1750', 'true_final_answer': '1000'}
{'question_idx': 576, 'pred_final_answer': '5', 'true_final_answer': '28'}
{'question_idx': 581, 'pred_final_answer': '8', 'true_final_answer': '1'}
{'question_idx': 583, 'pred_final_answer': '5', 'true_final_answer': '190'}
{'question_idx': 586, 'pred_final_answer': '264', 'true_final_answer': '44'}
{'question_idx': 587, 'pred_final_answer': '27', 'true_final_answer': '540'}
{'question_idx': 588, 'pred_final_answer': '3840', 'true_final_answer': '4840'}
{'question_idx': 589, 'pred_final_answer': '7', 'true_final_answer': '8'}
{'question_idx': 590, 'pred_final_answer': '120', 'true_final_answer': '180'}
{'question_idx': 594, 'pred_final_answer': '288', 'true_final_answer': '196'}
{'question_idx': 608, 'pred_final_answer': '900', 'true_final_answer': '175'}
{'question_idx': 612, 'pred_final_answer': '6', 'true_final_answer': '57'}
{'question_idx': 613, 'pred_final_answer': '150', 'true_final_answer': '300'}
{'question_idx': 614, 'pred_final_answer': '10', 'true_final_answer': '80'}
{'question_idx': 618, 'pred_final_answer': '2', 'true_final_answer': '25'}
{'question_idx': 623, 'pred_final_answer': '12', 'true_final_answer': '14'}
{'question_idx': 625, 'pred_final_answer': '8', 'true_final_answer': '18'}
{'question_idx': 628, 'pred_final_answer': '40', 'true_final_answer': '56'}
{'question_idx': 636, 'pred_final_answer': '6', 'true_final_answer': '15'}
{'question_idx': 641, 'pred_final_answer': '22', 'true_final_answer': '10'}
{'question_idx': 654, 'pred_final_answer': '4', 'true_final_answer': '2240'}
{'question_idx': 655, 'pred_final_answer': '15', 'true_final_answer': '56'}
{'question_idx': 656, 'pred_final_answer': '32', 'true_final_answer': '35'}
{'question_idx': 657, 'pred_final_answer': '80', 'true_final_answer': '872'}
{'question_idx': 660, 'pred_final_answer': '24', 'true_final_answer': '48'}
{'question_idx': 670, 'pred_final_answer': '36', 'true_final_answer': '72'}
{'question_idx': 672, 'pred_final_answer': '2400', 'true_final_answer': '4'}
{'question_idx': 676, 'pred_final_answer': '40000', 'true_final_answer': '80'}
{'question_idx': 677, 'pred_final_answer': '3', 'true_final_answer': '525'}
{'question_idx': 678, 'pred_final_answer': '10', 'true_final_answer': '9'}
{'question_idx': 682, 'pred_final_answer': '560', 'true_final_answer': '660'}
{'question_idx': 684, 'pred_final_answer': '10', 'true_final_answer': '3'}
{'question_idx': 686, 'pred_final_answer': '10', 'true_final_answer': '54'}
{'question_idx': 690, 'pred_final_answer': '42', 'true_final_answer': '18'}
{'question_idx': 695, 'pred_final_answer': '132', 'true_final_answer': '29'}
{'question_idx': 698, 'pred_final_answer': '36', 'true_final_answer': '20'}
{'question_idx': 702, 'pred_final_answer': '150', 'true_final_answer': '45'}
{'question_idx': 706, 'pred_final_answer': '25', 'true_final_answer': '50'}
{'question_idx': 707, 'pred_final_answer': '2000', 'true_final_answer': '2500'}
{'question_idx': 710, 'pred_final_answer': '4', 'true_final_answer': '520'}
{'question_idx': 711, 'pred_final_answer': '5', 'true_final_answer': '100'}
{'question_idx': 712, 'pred_final_answer': '40', 'true_final_answer': '20'}
{'question_idx': 714, 'pred_final_answer': '4', 'true_final_answer': '32'}
{'question_idx': 715, 'pred_final_answer': '3000', 'true_final_answer': '4800'}
{'question_idx': 721, 'pred_final_answer': '200', 'true_final_answer': '30'}
{'question_idx': 722, 'pred_final_answer': '20', 'true_final_answer': '8'}
{'question_idx': 723, 'pred_final_answer': '50', 'true_final_answer': '75'}
{'question_idx': 724, 'pred_final_answer': '9', 'true_final_answer': '5'}
{'question_idx': 748, 'pred_final_answer': '100', 'true_final_answer': '30'}
{'question_idx': 749, 'pred_final_answer': '7', 'true_final_answer': '5'}
{'question_idx': 756, 'pred_final_answer': '50', 'true_final_answer': '546'}
{'question_idx': 757, 'pred_final_answer': '6000', 'true_final_answer': '8000'}
{'question_idx': 760, 'pred_final_answer': '7', 'true_final_answer': '3'}
{'question_idx': 761, 'pred_final_answer': '24', 'true_final_answer': '8'}
{'question_idx': 763, 'pred_final_answer': '36', 'true_final_answer': '5'}
{'question_idx': 767, 'pred_final_answer': '400', 'true_final_answer': '200'}
{'question_idx': 773, 'pred_final_answer': '150', 'true_final_answer': '270'}
{'question_idx': 776, 'pred_final_answer': '354', 'true_final_answer': '413'}
{'question_idx': 786, 'pred_final_answer': '5', 'true_final_answer': '200'}
{'question_idx': 787, 'pred_final_answer': '0', 'true_final_answer': '5'}
{'question_idx': 796, 'pred_final_answer': '200', 'true_final_answer': '160'}
{'question_idx': 804, 'pred_final_answer': '20', 'true_final_answer': '35'}
{'question_idx': 805, 'pred_final_answer': '360', 'true_final_answer': '6'}
{'question_idx': 806, 'pred_final_answer': '4', 'true_final_answer': '280'}
{'question_idx': 808, 'pred_final_answer': '1', 'true_final_answer': '10'}
{'question_idx': 809, 'pred_final_answer': '90', 'true_final_answer': '110'}
{'question_idx': 812, 'pred_final_answer': '3', 'true_final_answer': '28'}
{'question_idx': 816, 'pred_final_answer': '0', 'true_final_answer': '6'}
{'question_idx': 820, 'pred_final_answer': '9', 'true_final_answer': '70'}
{'question_idx': 821, 'pred_final_answer': '2020', 'true_final_answer': '200'}
{'question_idx': 826, 'pred_final_answer': '2000', 'true_final_answer': '2'}
{'question_idx': 828, 'pred_final_answer': '94', 'true_final_answer': '98'}
{'question_idx': 830, 'pred_final_answer': '5', 'true_final_answer': '27'}
{'question_idx': 831, 'pred_final_answer': '188', 'true_final_answer': '28'}
{'question_idx': 832, 'pred_final_answer': '16', 'true_final_answer': '24'}
{'question_idx': 842, 'pred_final_answer': '10', 'true_final_answer': '1800'}
{'question_idx': 843, 'pred_final_answer': '60', 'true_final_answer': '55'}
{'question_idx': 850, 'pred_final_answer': '90', 'true_final_answer': '6'}
{'question_idx': 852, 'pred_final_answer': '4', 'true_final_answer': '32'}
{'question_idx': 853, 'pred_final_answer': '20', 'true_final_answer': '96'}
{'question_idx': 854, 'pred_final_answer': '6', 'true_final_answer': '56'}
{'question_idx': 857, 'pred_final_answer': '5', 'true_final_answer': '4'}
{'question_idx': 863, 'pred_final_answer': '3', 'true_final_answer': '15'}
{'question_idx': 866, 'pred_final_answer': '75', 'true_final_answer': '125'}
{'question_idx': 868, 'pred_final_answer': '4', 'true_final_answer': '24'}
{'question_idx': 870, 'pred_final_answer': '100', 'true_final_answer': '4'}
{'question_idx': 872, 'pred_final_answer': '2', 'true_final_answer': '15'}
{'question_idx': 878, 'pred_final_answer': '15', 'true_final_answer': '100'}
{'question_idx': 881, 'pred_final_answer': '14', 'true_final_answer': '4'}
{'question_idx': 884, 'pred_final_answer': '225', 'true_final_answer': '204'}
{'question_idx': 889, 'pred_final_answer': '4', 'true_final_answer': '16'}
{'question_idx': 894, 'pred_final_answer': '1950', 'true_final_answer': '1990'}
{'question_idx': 895, 'pred_final_answer': '11', 'true_final_answer': '32'}
{'question_idx': 897, 'pred_final_answer': '135', 'true_final_answer': '5'}
{'question_idx': 898, 'pred_final_answer': '25', 'true_final_answer': '50'}
{'question_idx': 899, 'pred_final_answer': '2', 'true_final_answer': '4'}
{'question_idx': 903, 'pred_final_answer': '1', 'true_final_answer': '1000000'}
{'question_idx': 905, 'pred_final_answer': '10', 'true_final_answer': '5'}
{'question_idx': 908, 'pred_final_answer': '18', 'true_final_answer': '828'}
{'question_idx': 909, 'pred_final_answer': '15', 'true_final_answer': '72'}
{'question_idx': 913, 'pred_final_answer': '5', 'true_final_answer': '135'}
{'question_idx': 915, 'pred_final_answer': '600', 'true_final_answer': '180'}
{'question_idx': 921, 'pred_final_answer': '4', 'true_final_answer': '1'}
{'question_idx': 923, 'pred_final_answer': '5', 'true_final_answer': '221'}
{'question_idx': 925, 'pred_final_answer': '120', 'true_final_answer': '200'}
{'question_idx': 928, 'pred_final_answer': '7', 'true_final_answer': '9'}
{'question_idx': 929, 'pred_final_answer': '20', 'true_final_answer': '370'}
{'question_idx': 930, 'pred_final_answer': '6', 'true_final_answer': '21'}
{'question_idx': 932, 'pred_final_answer': '4', 'true_final_answer': '50'}
{'question_idx': 935, 'pred_final_answer': '93', 'true_final_answer': '90'}
{'question_idx': 940, 'pred_final_answer': '2', 'true_final_answer': '160'}
{'question_idx': 943, 'pred_final_answer': '625', 'true_final_answer': '125'}
{'question_idx': 948, 'pred_final_answer': '21', 'true_final_answer': '22'}
{'question_idx': 955, 'pred_final_answer': '2', 'true_final_answer': '900'}
{'question_idx': 957, 'pred_final_answer': '1989', 'true_final_answer': '640'}
{'question_idx': 966, 'pred_final_answer': '125', 'true_final_answer': '500'}
{'question_idx': 973, 'pred_final_answer': '100000', 'true_final_answer': '30000'}
{'question_idx': 975, 'pred_final_answer': '107600', 'true_final_answer': '72600'}
{'question_idx': 977, 'pred_final_answer': '3', 'true_final_answer': '2340'}
{'question_idx': 979, 'pred_final_answer': '280', 'true_final_answer': '274'}
{'question_idx': 993, 'pred_final_answer': '39', 'true_final_answer': '63'}
{'question_idx': 994, 'pred_final_answer': '30', 'true_final_answer': '1'}
{'question_idx': 996, 'pred_final_answer': '130', 'true_final_answer': '110'}
{'question_idx': 999, 'pred_final_answer': '14', 'true_final_answer': '15'}
