{'question_idx': 3, 'pred_final_answer': '9', 'true_final_answer': '25'}
{'question_idx': 403, 'pred_final_answer': '2', 'true_final_answer': '4'}
{'question_idx': 404, 'pred_final_answer': '541', 'true_final_answer': '500'}
{'question_idx': 407, 'pred_final_answer': '140', 'true_final_answer': '170'}
{'question_idx': 411, 'pred_final_answer': '34', 'true_final_answer': '38'}
{'question_idx': 414, 'pred_final_answer': '446', 'true_final_answer': '374'}
{'question_idx': 424, 'pred_final_answer': '5', 'true_final_answer': '4'}
{'question_idx': 432, 'pred_final_answer': '198', 'true_final_answer': '210'}
{'question_idx': 433, 'pred_final_answer': '5', 'true_final_answer': '4'}
{'question_idx': 436, 'pred_final_answer': '18', 'true_final_answer': '16'}
{'question_idx': 441, 'pred_final_answer': '365', 'true_final_answer': '110'}
{'question_idx': 443, 'pred_final_answer': '9', 'true_final_answer': '17'}
{'question_idx': 444, 'pred_final_answer': '10000', 'true_final_answer': '70000'}
{'question_idx': 447, 'pred_final_answer': '21', 'true_final_answer': '16'}
{'question_idx': 452, 'pred_final_answer': '48', 'true_final_answer': '36'}
{'question_idx': 461, 'pred_final_answer': '45', 'true_final_answer': '31'}
{'question_idx': 471, 'pred_final_answer': '138509', 'true_final_answer': '95200'}
{'question_idx': 480, 'pred_final_answer': '123', 'true_final_answer': '291'}
{'question_idx': 488, 'pred_final_answer': '2', 'true_final_answer': '15'}
{'question_idx': 492, 'pred_final_answer': '1540', 'true_final_answer': '2640'}
{'question_idx': 499, 'pred_final_answer': '65', 'true_final_answer': '25'}
{'question_idx': 500, 'pred_final_answer': '0', 'true_final_answer': '8'}
{'question_idx': 505, 'pred_final_answer': '25', 'true_final_answer': '5'}
{'question_idx': 509, 'pred_final_answer': '42', 'true_final_answer': '40'}
{'question_idx': 518, 'pred_final_answer': '16', 'true_final_answer': '12'}
{'question_idx': 522, 'pred_final_answer': '12', 'true_final_answer': '24'}
{'question_idx': 528, 'pred_final_answer': '0', 'true_final_answer': '25'}
{'question_idx': 529, 'pred_final_answer': '53', 'true_final_answer': '160'}
{'question_idx': 536, 'pred_final_answer': '168', 'true_final_answer': '342'}
{'question_idx': 537, 'pred_final_answer': '8', 'true_final_answer': '9'}
{'question_idx': 539, 'pred_final_answer': '18', 'true_final_answer': '12'}
{'question_idx': 546, 'pred_final_answer': '5', 'true_final_answer': '2'}
{'question_idx': 550, 'pred_final_answer': '17', 'true_final_answer': '7'}
{'question_idx': 556, 'pred_final_answer': '7', 'true_final_answer': '14'}
{'question_idx': 566, 'pred_final_answer': '18', 'true_final_answer': '45'}
{'question_idx': 570, 'pred_final_answer': '12800', 'true_final_answer': '6400'}
{'question_idx': 586, 'pred_final_answer': '6', 'true_final_answer': '1'}
{'question_idx': 587, 'pred_final_answer': '3', 'true_final_answer': '975'}
{'question_idx': 590, 'pred_final_answer': '6', 'true_final_answer': '2'}
{'question_idx': 591, 'pred_final_answer': '2', 'true_final_answer': '1'}
{'question_idx': 592, 'pred_final_answer': '44', 'true_final_answer': '60'}
{'question_idx': 606, 'pred_final_answer': '330', 'true_final_answer': '255'}
{'question_idx': 611, 'pred_final_answer': '24', 'true_final_answer': '18'}
{'question_idx': 615, 'pred_final_answer': '5700', 'true_final_answer': '95'}
{'question_idx': 620, 'pred_final_answer': '540', 'true_final_answer': '180'}
{'question_idx': 621, 'pred_final_answer': '75', 'true_final_answer': '300'}
{'question_idx': 626, 'pred_final_answer': '29', 'true_final_answer': '23'}
{'question_idx': 627, 'pred_final_answer': '15', 'true_final_answer': '750'}
{'question_idx': 629, 'pred_final_answer': '1', 'true_final_answer': '3'}
{'question_idx': 630, 'pred_final_answer': '100', 'true_final_answer': '90'}
{'question_idx': 633, 'pred_final_answer': '88', 'true_final_answer': '19'}
{'question_idx': 638, 'pred_final_answer': '72', 'true_final_answer': '50'}
{'question_idx': 645, 'pred_final_answer': '288', 'true_final_answer': '160'}
{'question_idx': 647, 'pred_final_answer': '600', 'true_final_answer': '12'}
{'question_idx': 653, 'pred_final_answer': '450', 'true_final_answer': '1300'}
{'question_idx': 655, 'pred_final_answer': '36', 'true_final_answer': '18'}
{'question_idx': 658, 'pred_final_answer': '-120', 'true_final_answer': '480'}
{'question_idx': 662, 'pred_final_answer': '36', 'true_final_answer': '34'}
{'question_idx': 672, 'pred_final_answer': '143', 'true_final_answer': '5'}
{'question_idx': 676, 'pred_final_answer': '93', 'true_final_answer': '98'}
{'question_idx': 680, 'pred_final_answer': '6', 'true_final_answer': '26'}
{'question_idx': 684, 'pred_final_answer': '1500', 'true_final_answer': '240'}
{'question_idx': 688, 'pred_final_answer': '360', 'true_final_answer': '180'}
{'question_idx': 699, 'pred_final_answer': '36', 'true_final_answer': '56'}
{'question_idx': 707, 'pred_final_answer': '5', 'true_final_answer': '17'}
{'question_idx': 710, 'pred_final_answer': '200', 'true_final_answer': '100'}
{'question_idx': 712, 'pred_final_answer': '160', 'true_final_answer': '200'}
{'question_idx': 728, 'pred_final_answer': '179', 'true_final_answer': '205'}
{'question_idx': 730, 'pred_final_answer': '600', 'true_final_answer': '200'}
{'question_idx': 733, 'pred_final_answer': '240', 'true_final_answer': '48'}
{'question_idx': 738, 'pred_final_answer': '135', 'true_final_answer': '81'}
{'question_idx': 743, 'pred_final_answer': '136', 'true_final_answer': '120'}
{'question_idx': 754, 'pred_final_answer': '8712', 'true_final_answer': '9360'}
{'question_idx': 755, 'pred_final_answer': '32', 'true_final_answer': '8'}
{'question_idx': 757, 'pred_final_answer': '186', 'true_final_answer': '89'}
{'question_idx': 758, 'pred_final_answer': '1000', 'true_final_answer': '60000'}
{'question_idx': 761, 'pred_final_answer': '70', 'true_final_answer': '43'}
{'question_idx': 781, 'pred_final_answer': '2', 'true_final_answer': '600'}
{'question_idx': 783, 'pred_final_answer': '296', 'true_final_answer': '284'}
{'question_idx': 790, 'pred_final_answer': '18', 'true_final_answer': '20'}
{'question_idx': 793, 'pred_final_answer': '8', 'true_final_answer': '2'}
{'question_idx': 794, 'pred_final_answer': '3600', 'true_final_answer': '2800'}
{'question_idx': 799, 'pred_final_answer': '1125', 'true_final_answer': '50'}
{'question_idx': 801, 'pred_final_answer': '80', 'true_final_answer': '160'}
{'question_idx': 815, 'pred_final_answer': '350', 'true_final_answer': '400'}
{'question_idx': 820, 'pred_final_answer': '4', 'true_final_answer': '6'}
{'question_idx': 861, 'pred_final_answer': '20', 'true_final_answer': '16'}
{'question_idx': 870, 'pred_final_answer': '39', 'true_final_answer': '78'}
{'question_idx': 871, 'pred_final_answer': '3', 'true_final_answer': '10'}
{'question_idx': 872, 'pred_final_answer': '96', 'true_final_answer': '144'}
{'question_idx': 873, 'pred_final_answer': '504', 'true_final_answer': '21'}
{'question_idx': 879, 'pred_final_answer': '459', 'true_final_answer': '9'}
{'question_idx': 880, 'pred_final_answer': '27', 'true_final_answer': '48'}
{'question_idx': 883, 'pred_final_answer': '11', 'true_final_answer': '7'}
{'question_idx': 888, 'pred_final_answer': '1', 'true_final_answer': '11'}
{'question_idx': 892, 'pred_final_answer': '280', 'true_final_answer': '80'}
{'question_idx': 897, 'pred_final_answer': '10', 'true_final_answer': '19'}
{'question_idx': 899, 'pred_final_answer': '750', 'true_final_answer': '675'}
{'question_idx': 904, 'pred_final_answer': '15', 'true_final_answer': '90'}
{'question_idx': 908, 'pred_final_answer': '239', 'true_final_answer': '240'}
{'question_idx': 914, 'pred_final_answer': '16', 'true_final_answer': '15'}
{'question_idx': 917, 'pred_final_answer': '168', 'true_final_answer': '348'}
{'question_idx': 926, 'pred_final_answer': '50', 'true_final_answer': '2050'}
{'question_idx': 935, 'pred_final_answer': '1800', 'true_final_answer': '360'}
{'question_idx': 936, 'pred_final_answer': '2', 'true_final_answer': '12'}
{'question_idx': 946, 'pred_final_answer': '5', 'true_final_answer': '8'}
{'question_idx': 947, 'pred_final_answer': '5', 'true_final_answer': '2'}
{'question_idx': 953, 'pred_final_answer': '90', 'true_final_answer': '15'}
{'question_idx': 956, 'pred_final_answer': '500', 'true_final_answer': '9500'}
{'question_idx': 958, 'pred_final_answer': '6', 'true_final_answer': '36'}
{'question_idx': 963, 'pred_final_answer': '10', 'true_final_answer': '26'}
{'question_idx': 970, 'pred_final_answer': '100', 'true_final_answer': '1'}
{'question_idx': 973, 'pred_final_answer': '9000', 'true_final_answer': '64800'}
{'question_idx': 991, 'pred_final_answer': '10', 'true_final_answer': '5'}
{'question_idx': 997, 'pred_final_answer': '15', 'true_final_answer': '12'}
{'question_idx': 998, 'pred_final_answer': '47', 'true_final_answer': '189'}
{'question_idx': 1022, 'pred_final_answer': '14', 'true_final_answer': '7'}
{'question_idx': 1023, 'pred_final_answer': '21', 'true_final_answer': '32'}
{'question_idx': 1026, 'pred_final_answer': '256', 'true_final_answer': '2'}
{'question_idx': 1043, 'pred_final_answer': '7', 'true_final_answer': '21'}
{'question_idx': 1052, 'pred_final_answer': '29', 'true_final_answer': '25'}
{'question_idx': 1054, 'pred_final_answer': '0', 'true_final_answer': '2'}
{'question_idx': 1060, 'pred_final_answer': '42', 'true_final_answer': '128'}
{'question_idx': 1076, 'pred_final_answer': '6291', 'true_final_answer': '6277'}
{'question_idx': 1085, 'pred_final_answer': '11', 'true_final_answer': '2'}
{'question_idx': 1086, 'pred_final_answer': '8232', 'true_final_answer': '11232'}
{'question_idx': 1087, 'pred_final_answer': '18', 'true_final_answer': '14'}
{'question_idx': 1104, 'pred_final_answer': '8', 'true_final_answer': '3'}
{'question_idx': 1106, 'pred_final_answer': '-110', 'true_final_answer': '50'}
{'question_idx': 1110, 'pred_final_answer': '71', 'true_final_answer': '91'}
{'question_idx': 1112, 'pred_final_answer': '26', 'true_final_answer': '38'}
{'question_idx': 1113, 'pred_final_answer': '20', 'true_final_answer': '14'}
{'question_idx': 1118, 'pred_final_answer': '30', 'true_final_answer': '54'}
{'question_idx': 1120, 'pred_final_answer': '6', 'true_final_answer': '5'}
{'question_idx': 1121, 'pred_final_answer': '56000', 'true_final_answer': '5600'}
{'question_idx': 1122, 'pred_final_answer': '342812', 'true_final_answer': '1450000'}
{'question_idx': 1124, 'pred_final_answer': '60', 'true_final_answer': '7'}
{'question_idx': 1128, 'pred_final_answer': '120', 'true_final_answer': '85'}
{'question_idx': 1130, 'pred_final_answer': '4', 'true_final_answer': '2'}
{'question_idx': 1133, 'pred_final_answer': '3', 'true_final_answer': '5'}
{'question_idx': 1142, 'pred_final_answer': '19', 'true_final_answer': '9'}
{'question_idx': 1145, 'pred_final_answer': '44', 'true_final_answer': '26'}
{'question_idx': 1150, 'pred_final_answer': '10', 'true_final_answer': '16'}
{'question_idx': 1154, 'pred_final_answer': '5', 'true_final_answer': '12'}
{'question_idx': 1155, 'pred_final_answer': '6', 'true_final_answer': '8'}
{'question_idx': 1158, 'pred_final_answer': '139', 'true_final_answer': '138'}
{'question_idx': 1176, 'pred_final_answer': '71', 'true_final_answer': '104'}
{'question_idx': 1181, 'pred_final_answer': '56', 'true_final_answer': '48'}
{'question_idx': 1195, 'pred_final_answer': '2', 'true_final_answer': '168'}
{'question_idx': 1198, 'pred_final_answer': '3', 'true_final_answer': '11'}
{'question_idx': 1199, 'pred_final_answer': '12', 'true_final_answer': '11'}
{'question_idx': 1201, 'pred_final_answer': '4800', 'true_final_answer': '168000'}
{'question_idx': 1219, 'pred_final_answer': '10', 'true_final_answer': '11'}
{'question_idx': 1224, 'pred_final_answer': '20', 'true_final_answer': '18'}
{'question_idx': 1225, 'pred_final_answer': '20', 'true_final_answer': '40'}
{'question_idx': 1232, 'pred_final_answer': '46', 'true_final_answer': '70'}
{'question_idx': 1236, 'pred_final_answer': '18', 'true_final_answer': '24'}
{'question_idx': 1241, 'pred_final_answer': '21', 'true_final_answer': '60'}
{'question_idx': 1248, 'pred_final_answer': '4', 'true_final_answer': '60'}
{'question_idx': 1253, 'pred_final_answer': '5', 'true_final_answer': '11'}
{'question_idx': 1260, 'pred_final_answer': '20', 'true_final_answer': '12'}
{'question_idx': 1263, 'pred_final_answer': '6000', 'true_final_answer': '3000'}
{'question_idx': 1264, 'pred_final_answer': '264', 'true_final_answer': '88'}
{'question_idx': 1266, 'pred_final_answer': '2040', 'true_final_answer': '34'}
{'question_idx': 1271, 'pred_final_answer': '5', 'true_final_answer': '803'}
{'question_idx': 1276, 'pred_final_answer': '4', 'true_final_answer': '3'}
{'question_idx': 1277, 'pred_final_answer': '0', 'true_final_answer': '842'}
{'question_idx': 1285, 'pred_final_answer': '30', 'true_final_answer': '150'}
{'question_idx': 1289, 'pred_final_answer': '39', 'true_final_answer': '59'}
{'question_idx': 1290, 'pred_final_answer': '50', 'true_final_answer': '25'}
{'question_idx': 1295, 'pred_final_answer': '62500', 'true_final_answer': '25000'}
{'question_idx': 1303, 'pred_final_answer': '7', 'true_final_answer': '35'}
{'question_idx': 1307, 'pred_final_answer': '33', 'true_final_answer': '25'}
{'question_idx': 1308, 'pred_final_answer': '56', 'true_final_answer': '91'}
{'question_idx': 1317, 'pred_final_answer': '1536', 'true_final_answer': '1248'}
